Sample_Date,WRRF_Name,Gene Copies (N1/L),Per Capita Gene Copies,"Population Served, estimated",School-Aged Population,Season,Holiday
2022-02-08,Hunts Point,653.0,416000.0,755948,151282.0,Winter 2021,0
2022-02-08,Jamaica Bay,3088.0,1230000.0,748737,131881.0,Winter 2021,0
2022-02-08,Newtown Creek,1177.0,693000.0,1156473,188137.0,Winter 2021,0
2022-02-08,North River,1333.0,728000.0,658596,72242.0,Winter 2021,0
2022-02-08,Oakwood Beach,2300.0,1050000.0,258731,44374.0,Winter 2021,0
2022-02-08,Owls Head,4283.0,1700000.0,906442,135396.0,Winter 2021,0
2022-02-08,Port Richmond,2329.0,1090000.0,226167,46435.0,Winter 2021,0
2022-02-08,Red Hook,3247.0,1210000.0,224029,33636.0,Winter 2021,0
2022-02-08,Rockaway,1337.0,798000.0,120539,29986.0,Winter 2021,0
2022-02-08,Tallman Island,1810.0,959000.0,449907,74748.0,Winter 2021,0
2022-02-08,Wards Island,1907.0,1060000.0,1201485,240219.0,Winter 2021,0
2022-02-13,26th Ward,505.0,369000.0,290608,72091.0,Winter 2021,0
2022-02-13,Bowery Bay,1331.0,594000.0,924695,122994.0,Winter 2021,0
2022-02-13,Coney Island,3100.0,1440000.0,682342,117865.0,Winter 2021,0
2022-02-13,Hunts Point,415.0,291000.0,755948,151282.0,Winter 2021,0
2022-02-13,Jamaica Bay,848.0,360000.0,748737,131881.0,Winter 2021,0
2022-02-13,Newtown Creek,664.0,426000.0,1156473,188137.0,Winter 2021,0
2022-02-13,North River,684.0,393000.0,658596,72242.0,Winter 2021,0
2022-02-13,Oakwood Beach,1329.0,574000.0,258731,44374.0,Winter 2021,0
2022-02-13,Owls Head,1855.0,821000.0,906442,135396.0,Winter 2021,0
2022-02-13,Port Richmond,1175.0,570000.0,226167,46435.0,Winter 2021,0
2022-02-13,Red Hook,897.0,424000.0,224029,33636.0,Winter 2021,0
2022-02-13,Rockaway,435.0,246000.0,120539,29986.0,Winter 2021,0
2022-02-13,Tallman Island,3438.0,1910000.0,449907,74748.0,Winter 2021,0
2022-02-13,Wards Island,510.0,291000.0,1201485,240219.0,Winter 2021,0
2022-02-15,26th Ward,800.0,490000.0,290608,72091.0,Winter 2021,0
2022-02-15,Bowery Bay,2216.0,780000.0,924695,122994.0,Winter 2021,0
2022-02-15,Coney Island,2803.0,1150000.0,682342,117865.0,Winter 2021,0
2022-02-15,Hunts Point,1414.0,985000.0,755948,151282.0,Winter 2021,0
2022-02-15,Jamaica Bay,2637.0,1000000.0,748737,131881.0,Winter 2021,0
2022-02-15,Newtown Creek,1402.0,826000.0,1156473,188137.0,Winter 2021,0
2022-02-15,North River,1460.0,755000.0,658596,72242.0,Winter 2021,0
2022-02-15,Oakwood Beach,1815.0,717000.0,258731,44374.0,Winter 2021,0
2022-02-15,Owls Head,3313.0,1250000.0,906442,135396.0,Winter 2021,0
2022-02-15,Port Richmond,2094.0,876000.0,226167,46435.0,Winter 2021,0
2022-02-15,Red Hook,720.0,280000.0,224029,33636.0,Winter 2021,0
2022-02-15,Rockaway,696.0,372000.0,120539,29986.0,Winter 2021,0
2022-02-15,Tallman Island,2830.0,1260000.0,449907,74748.0,Winter 2021,0
2022-02-15,Wards Island,1381.0,727000.0,1201485,240219.0,Winter 2021,0
2022-02-22,26th Ward,1679.19,1160000.0,290608,72091.0,Winter 2021,0
2022-02-22,Bowery Bay,2290.3,1110000.0,924695,122994.0,Winter 2021,0
2022-02-22,Coney Island,2130.61,934000.0,682342,117865.0,Winter 2021,0
2022-02-22,Hunts Point,283.63,233000.0,755948,151282.0,Winter 2021,0
2022-02-22,Jamaica Bay,1327.31,557000.0,748737,131881.0,Winter 2021,0
2022-02-22,Newtown Creek,1796.45,1230000.0,1156473,188137.0,Winter 2021,0
2022-02-22,North River,1225.85,761000.0,658596,72242.0,Winter 2021,0
2022-02-22,Oakwood Beach,362.99,143000.0,258731,44374.0,Winter 2021,0
2022-02-22,Owls Head,2923.52,1230000.0,906442,135396.0,Winter 2021,0
2022-02-22,Port Richmond,675.31,305000.0,226167,46435.0,Winter 2021,0
2022-02-22,Red Hook,1442.05,682000.0,224029,33636.0,Winter 2021,0
2022-02-22,Rockaway,592.38,316000.0,120539,29986.0,Winter 2021,0
2022-02-22,Tallman Island,7030.2,3840000.0,449907,74748.0,Winter 2021,0
2022-02-22,Wards Island,1569.52,1030000.0,1201485,240219.0,Winter 2021,0
2022-02-27,26th Ward,697.4,463000.0,290608,72091.0,Winter 2021,0
2022-02-27,Bowery Bay,7899.53,2940000.0,924695,122994.0,Winter 2021,0
2022-02-27,Coney Island,4612.45,1840000.0,682342,117865.0,Winter 2021,0
2022-02-27,Hunts Point,1434.63,984000.0,755948,151282.0,Winter 2021,0
2022-02-27,Jamaica Bay,1893.6,747000.0,748737,131881.0,Winter 2021,0
2022-02-27,Newtown Creek,2155.45,1190000.0,1156473,188137.0,Winter 2021,0
2022-02-27,North River,994.03,474000.0,658596,72242.0,Winter 2021,0
2022-02-27,Oakwood Beach,502.52,219000.0,258731,44374.0,Winter 2021,0
2022-02-27,Owls Head,2560.09,941000.0,906442,135396.0,Winter 2021,0
2022-02-27,Port Richmond,1593.3,720000.0,226167,46435.0,Winter 2021,0
2022-02-27,Red Hook,1645.87,612000.0,224029,33636.0,Winter 2021,0
2022-02-27,Rockaway,1309.83,740000.0,120539,29986.0,Winter 2021,0
2022-02-27,Tallman Island,2189.65,1270000.0,449907,74748.0,Winter 2021,0
2022-02-27,Wards Island,868.83,465000.0,1201485,240219.0,Winter 2021,0
2022-03-01,26th Ward,2270.32,1390000.0,290608,72091.0,Winter 2021,0
2022-03-01,Bowery Bay,4735.42,1670000.0,924695,122994.0,Winter 2021,0
2022-03-01,Coney Island,597.92,219000.0,682342,117865.0,Winter 2021,0
2022-03-01,Hunts Point,890.42,593000.0,755948,151282.0,Winter 2021,0
2022-03-01,Jamaica Bay,654.19,248000.0,748737,131881.0,Winter 2021,0
2022-03-01,Newtown Creek,1359.53,801000.0,1156473,188137.0,Winter 2021,0
2022-03-01,North River,1129.39,597000.0,658596,72242.0,Winter 2021,0
2022-03-01,Oakwood Beach,623.53,252000.0,258731,44374.0,Winter 2021,0
2022-03-01,Owls Head,2198.92,863000.0,906442,135396.0,Winter 2021,0
2022-03-01,Port Richmond,882.44,369000.0,226167,46435.0,Winter 2021,0
2022-03-01,Red Hook,1791.97,757000.0,224029,33636.0,Winter 2021,0
2022-03-01,Tallman Island,1190.81,511000.0,449907,74748.0,Winter 2021,0
2022-03-01,Wards Island,500.04,276000.0,1201485,240219.0,Winter 2021,0
2022-03-06,26th Ward,1040.92,664000.0,290608,72091.0,Winter 2021,0
2022-03-06,Bowery Bay,1746.26,686000.0,924695,122994.0,Winter 2021,0
2022-03-06,Coney Island,1306.89,537000.0,682342,117865.0,Winter 2021,0
2022-03-06,Hunts Point,587.88,421000.0,755948,151282.0,Winter 2021,0
2022-03-06,Jamaica Bay,1155.16,456000.0,748737,131881.0,Winter 2021,0
2022-03-06,Newtown Creek,2147.68,1200000.0,1156473,188137.0,Winter 2021,0
2022-03-06,North River,3875.32,1630000.0,658596,72242.0,Winter 2021,0
2022-03-06,Oakwood Beach,1118.23,438000.0,258731,44374.0,Winter 2021,0
2022-03-06,Owls Head,2023.9,761000.0,906442,135396.0,Winter 2021,0
2022-03-06,Port Richmond,3375.19,1470000.0,226167,46435.0,Winter 2021,0
2022-03-06,Red Hook,1960.5,795000.0,224029,33636.0,Winter 2021,0
2022-03-06,Rockaway,267.27,151000.0,120539,29986.0,Winter 2021,0
2022-03-06,Tallman Island,676.85,319000.0,449907,74748.0,Winter 2021,0
2022-03-06,Wards Island,856.4,469000.0,1201485,240219.0,Winter 2021,0
2022-03-08,26th Ward,717.4,729000.0,290608,72091.0,Winter 2021,0
2022-03-08,Bowery Bay,3341.21,1160000.0,924695,122994.0,Winter 2021,0
2022-03-08,Coney Island,1480.02,567000.0,682342,117865.0,Winter 2021,0
2022-03-08,Hunts Point,1526.26,925000.0,755948,151282.0,Winter 2021,0
2022-03-08,Jamaica Bay,2573.92,950000.0,748737,131881.0,Winter 2021,0
2022-03-08,Newtown Creek,1844.29,1020000.0,1156473,188137.0,Winter 2021,0
2022-03-08,North River,1114.18,583000.0,658596,72242.0,Winter 2021,0
2022-03-08,Oakwood Beach,2001.54,732000.0,258731,44374.0,Winter 2021,0
2022-03-08,Owls Head,2901.02,1070000.0,906442,135396.0,Winter 2021,0
2022-03-08,Port Richmond,4126.46,1860000.0,226167,46435.0,Winter 2021,0
2022-03-08,Red Hook,2285.03,888000.0,224029,33636.0,Winter 2021,0
2022-03-08,Rockaway,771.18,412000.0,120539,29986.0,Winter 2021,0
2022-03-08,Tallman Island,1572.43,675000.0,449907,74748.0,Winter 2021,0
2022-03-08,Wards Island,1559.62,796000.0,1201485,240219.0,Winter 2021,0
2022-03-13,26th Ward,438.65,286000.0,290608,72091.0,Winter 2021,0
2022-03-13,Bowery Bay,4330.46,1560000.0,924695,122994.0,Winter 2021,0
2022-03-13,Coney Island,2977.65,1520000.0,682342,117865.0,Winter 2021,0
2022-03-13,Hunts Point,638.1,463000.0,755948,151282.0,Winter 2021,0
2022-03-13,Jamaica Bay,2526.26,971000.0,748737,131881.0,Winter 2021,0
2022-03-13,Newtown Creek,4815.57,2630000.0,1156473,188137.0,Winter 2021,0
2022-03-13,North River,700.92,242000.0,658596,72242.0,Winter 2021,0
2022-03-13,Oakwood Beach,817.41,355000.0,258731,44374.0,Winter 2021,0
2022-03-13,Owls Head,4097.75,1560000.0,906442,135396.0,Winter 2021,0
2022-03-13,Port Richmond,3603.93,1570000.0,226167,46435.0,Winter 2021,0
2022-03-13,Red Hook,4357.91,1620000.0,224029,33636.0,Winter 2021,0
2022-03-13,Rockaway,403.43,215000.0,120539,29986.0,Winter 2021,0
2022-03-13,Tallman Island,719.47,442000.0,449907,74748.0,Winter 2021,0
2022-03-13,Wards Island,1234.93,642000.0,1201485,240219.0,Winter 2021,0
2022-03-15,26th Ward,763.77,448000.0,290608,72091.0,Winter 2021,0
2022-03-15,Bowery Bay,3915.63,1430000.0,924695,122994.0,Winter 2021,0
2022-03-15,Coney Island,1906.55,730000.0,682342,117865.0,Winter 2021,0
2022-03-15,Hunts Point,508.3,308000.0,755948,151282.0,Winter 2021,0
2022-03-15,Jamaica Bay,1922.98,719000.0,748737,131881.0,Winter 2021,0
2022-03-15,Newtown Creek,3465.67,1920000.0,1156473,188137.0,Winter 2021,0
2022-03-15,North River,3536.23,1630000.0,658596,72242.0,Winter 2021,0
2022-03-15,Oakwood Beach,3027.96,1190000.0,258731,44374.0,Winter 2021,0
2022-03-15,Owls Head,3597.71,1340000.0,906442,135396.0,Winter 2021,0
2022-03-15,Port Richmond,1965.4,855000.0,226167,46435.0,Winter 2021,0
2022-03-15,Red Hook,5870.37,2180000.0,224029,33636.0,Winter 2021,0
2022-03-15,Rockaway,460.11,231000.0,120539,29986.0,Winter 2021,0
2022-03-15,Tallman Island,1997.88,908000.0,449907,74748.0,Winter 2021,0
2022-03-15,Wards Island,1529.98,815000.0,1201485,240219.0,Winter 2021,0
2022-03-20,26th Ward,932.47,571000.0,290608,72091.0,Spring 2022,0
2022-03-20,Bowery Bay,3129.25,1200000.0,924695,122994.0,Spring 2022,0
2022-03-20,Coney Island,3685.19,1700000.0,682342,117865.0,Spring 2022,0
2022-03-20,Hunts Point,310.83,190000.0,755948,151282.0,Spring 2022,0
2022-03-20,Jamaica Bay,3360.96,1290000.0,748737,131881.0,Spring 2022,0
2022-03-20,Newtown Creek,4002.76,2200000.0,1156473,188137.0,Spring 2022,0
2022-03-20,North River,1921.83,994000.0,658596,72242.0,Spring 2022,0
2022-03-20,Oakwood Beach,1722.28,693000.0,258731,44374.0,Spring 2022,0
2022-03-20,Owls Head,2174.04,808000.0,906442,135396.0,Spring 2022,0
2022-03-20,Port Richmond,2043.13,855000.0,226167,46435.0,Spring 2022,0
2022-03-20,Red Hook,4468.8,1810000.0,224029,33636.0,Spring 2022,0
2022-03-20,Rockaway,1337.81,798000.0,120539,29986.0,Spring 2022,0
2022-03-20,Tallman Island,757.68,382000.0,449907,74748.0,Spring 2022,0
2022-03-20,Wards Island,2500.13,1350000.0,1201485,240219.0,Spring 2022,0
2022-03-22,26th Ward,1800.36,1080000.0,290608,72091.0,Spring 2022,0
2022-03-22,Bowery Bay,7127.45,2510000.0,924695,122994.0,Spring 2022,0
2022-03-22,Coney Island,2693.01,986000.0,682342,117865.0,Spring 2022,0
2022-03-22,Hunts Point,1142.68,675000.0,755948,151282.0,Spring 2022,0
2022-03-22,Jamaica Bay,3671.41,1340000.0,748737,131881.0,Spring 2022,0
2022-03-22,Newtown Creek,9070.64,5020000.0,1156473,188137.0,Spring 2022,0
2022-03-22,North River,4363.07,2310000.0,658596,72242.0,Spring 2022,0
2022-03-22,Oakwood Beach,1565.19,561000.0,258731,44374.0,Spring 2022,0
2022-03-22,Owls Head,4539.68,1650000.0,906442,135396.0,Spring 2022,0
2022-03-22,Port Richmond,2917.36,1120000.0,226167,46435.0,Spring 2022,0
2022-03-22,Red Hook,13622.46,5060000.0,224029,33636.0,Spring 2022,0
2022-03-22,Rockaway,1291.9,690000.0,120539,29986.0,Spring 2022,0
2022-03-22,Tallman Island,5807.65,2590000.0,449907,74748.0,Spring 2022,0
2022-03-22,Wards Island,3143.36,1640000.0,1201485,240219.0,Spring 2022,0
2022-03-27,26th Ward,2346.7,1470000.0,290608,72091.0,Spring 2022,0
2022-03-27,Bowery Bay,2951.74,1080000.0,924695,122994.0,Spring 2022,0
2022-03-27,Coney Island,809.62,332000.0,682342,117865.0,Spring 2022,0
2022-03-27,Hunts Point,345.18,221000.0,755948,151282.0,Spring 2022,0
2022-03-27,Jamaica Bay,749.88,292000.0,748737,131881.0,Spring 2022,0
2022-03-27,Newtown Creek,3405.63,1870000.0,1156473,188137.0,Spring 2022,0
2022-03-27,North River,9569.68,5010000.0,658596,72242.0,Spring 2022,0
2022-03-27,Owls Head,3272.03,1200000.0,906442,135396.0,Spring 2022,0
2022-03-27,Port Richmond,1483.1,720000.0,226167,46435.0,Spring 2022,0
2022-03-27,Red Hook,4136.13,1680000.0,224029,33636.0,Spring 2022,0
2022-03-27,Rockaway,328.46,206000.0,120539,29986.0,Spring 2022,0
2022-03-27,Tallman Island,911.94,483000.0,449907,74748.0,Spring 2022,0
2022-03-27,Wards Island,1023.47,513000.0,1201485,240219.0,Spring 2022,0
2022-03-29,26th Ward,2399.94,1440000.0,290608,72091.0,Spring 2022,0
2022-03-29,Bowery Bay,8515.23,2960000.0,924695,122994.0,Spring 2022,0
2022-03-29,Coney Island,5022.61,2060000.0,682342,117865.0,Spring 2022,0
2022-03-29,Hunts Point,2128.61,1230000.0,755948,151282.0,Spring 2022,0
2022-03-29,Jamaica Bay,5229.86,1930000.0,748737,131881.0,Spring 2022,0
2022-03-29,Newtown Creek,12363.84,7080000.0,1156473,188137.0,Spring 2022,0
2022-03-29,North River,11302.63,6240000.0,658596,72242.0,Spring 2022,0
2022-03-29,Oakwood Beach,5206.34,2000000.0,258731,44374.0,Spring 2022,0
2022-03-29,Owls Head,11440.85,4250000.0,906442,135396.0,Spring 2022,0
2022-03-29,Port Richmond,4069.9,1630000.0,226167,46435.0,Spring 2022,0
2022-03-29,Red Hook,16350.23,6350000.0,224029,33636.0,Spring 2022,0
2022-03-29,Rockaway,2062.0,1040000.0,120539,29986.0,Spring 2022,0
2022-03-29,Tallman Island,4504.65,1860000.0,449907,74748.0,Spring 2022,0
2022-03-29,Wards Island,5434.88,2670000.0,1201485,240219.0,Spring 2022,0
2022-04-03,26th Ward,1605.2,1050000.0,290608,72091.0,Spring 2022,0
2022-04-03,Bowery Bay,3229.17,1340000.0,924695,122994.0,Spring 2022,0
2022-04-03,Coney Island,4606.16,1990000.0,682342,117865.0,Spring 2022,0
2022-04-03,Hunts Point,1077.64,696000.0,755948,151282.0,Spring 2022,0
2022-04-03,Jamaica Bay,5609.15,2270000.0,748737,131881.0,Spring 2022,0
2022-04-03,Newtown Creek,8680.57,5170000.0,1156473,188137.0,Spring 2022,0
2022-04-03,North River,9791.09,5350000.0,658596,72242.0,Spring 2022,0
2022-04-03,Oakwood Beach,2847.79,1110000.0,258731,44374.0,Spring 2022,0
2022-04-03,Owls Head,8741.89,3400000.0,906442,135396.0,Spring 2022,0
2022-04-03,Port Richmond,8380.67,3790000.0,226167,46435.0,Spring 2022,0
2022-04-03,Red Hook,10108.36,4270000.0,224029,33636.0,Spring 2022,0
2022-04-03,Rockaway,981.7,555000.0,120539,29986.0,Spring 2022,0
2022-04-03,Tallman Island,4032.51,2070000.0,449907,74748.0,Spring 2022,0
2022-04-03,Wards Island,8892.95,5210000.0,1201485,240219.0,Spring 2022,0
2022-04-05,26th Ward,5263.66,3700000.0,290608,72091.0,Spring 2022,0
2022-04-05,Bowery Bay,10415.26,4600000.0,924695,122994.0,Spring 2022,0
2022-04-05,Coney Island,9113.17,3940000.0,682342,117865.0,Spring 2022,0
2022-04-05,Hunts Point,2720.23,1910000.0,755948,151282.0,Spring 2022,0
2022-04-05,Jamaica Bay,5436.6,2230000.0,748737,131881.0,Spring 2022,0
2022-04-05,Newtown Creek,4241.3,2850000.0,1156473,188137.0,Spring 2022,0
2022-04-05,North River,11915.88,7190000.0,658596,72242.0,Spring 2022,0
2022-04-05,Oakwood Beach,6466.16,2460000.0,258731,44374.0,Spring 2022,0
2022-04-05,Owls Head,7334.71,3280000.0,906442,135396.0,Spring 2022,0
2022-04-05,Port Richmond,7524.21,3780000.0,226167,46435.0,Spring 2022,0
2022-04-05,Red Hook,15399.63,8070000.0,224029,33636.0,Spring 2022,0
2022-04-05,Rockaway,3455.73,1950000.0,120539,29986.0,Spring 2022,0
2022-04-05,Tallman Island,7730.85,3770000.0,449907,74748.0,Spring 2022,0
2022-04-05,Wards Island,6580.18,3550000.0,1201485,240219.0,Spring 2022,0
2022-04-10,26th Ward,5701.55,3710000.0,290608,72091.0,Spring 2022,0
2022-04-10,Bowery Bay,7015.04,2580000.0,924695,122994.0,Spring 2022,0
2022-04-10,Coney Island,7776.13,3280000.0,682342,117865.0,Spring 2022,0
2022-04-10,Hunts Point,829.42,544000.0,755948,151282.0,Spring 2022,0
2022-04-10,Jamaica Bay,5853.21,2280000.0,748737,131881.0,Spring 2022,0
2022-04-10,Newtown Creek,13214.96,7350000.0,1156473,188137.0,Spring 2022,0
2022-04-10,North River,3707.34,1920000.0,658596,72242.0,Spring 2022,0
2022-04-10,Oakwood Beach,8455.72,3800000.0,258731,44374.0,Spring 2022,0
2022-04-10,Owls Head,8950.36,3360000.0,906442,135396.0,Spring 2022,0
2022-04-10,Port Richmond,4968.3,2410000.0,226167,46435.0,Spring 2022,0
2022-04-10,Red Hook,8794.65,3570000.0,224029,33636.0,Spring 2022,0
2022-04-10,Rockaway,3253.21,1940000.0,120539,29986.0,Spring 2022,0
2022-04-10,Tallman Island,5501.64,3240000.0,449907,74748.0,Spring 2022,0
2022-04-10,Wards Island,2799.6,1910000.0,1201485,240219.0,Spring 2022,0
2022-04-12,26th Ward,5460.54,3340000.0,290608,72091.0,Spring 2022,0
2022-04-12,Bowery Bay,11378.84,4190000.0,924695,122994.0,Spring 2022,0
2022-04-12,Coney Island,7188.88,2790000.0,682342,117865.0,Spring 2022,0
2022-04-12,Hunts Point,2720.27,1620000.0,755948,151282.0,Spring 2022,0
2022-04-12,Jamaica Bay,9382.33,3510000.0,748737,131881.0,Spring 2022,0
2022-04-12,Newtown Creek,8808.52,5050000.0,1156473,188137.0,Spring 2022,0
2022-04-12,North River,10741.64,5740000.0,658596,72242.0,Spring 2022,0
2022-04-12,Oakwood Beach,3681.5,1530000.0,258731,44374.0,Spring 2022,0
2022-04-12,Owls Head,5733.12,2110000.0,906442,135396.0,Spring 2022,0
2022-04-12,Port Richmond,7525.16,3400000.0,226167,46435.0,Spring 2022,0
2022-04-12,Red Hook,18149.96,7970000.0,224029,33636.0,Spring 2022,0
2022-04-12,Rockaway,5759.64,3070000.0,120539,29986.0,Spring 2022,0
2022-04-12,Tallman Island,16237.32,7510000.0,449907,74748.0,Spring 2022,0
2022-04-12,Wards Island,7328.39,4200000.0,1201485,240219.0,Spring 2022,0
2022-04-17,26th Ward,2898.17,1740000.0,290608,72091.0,Spring 2022,1
2022-04-17,Bowery Bay,6642.26,2310000.0,924695,122994.0,Spring 2022,1
2022-04-17,Coney Island,5796.21,2190000.0,682342,117865.0,Spring 2022,1
2022-04-17,Hunts Point,3882.84,2310000.0,755948,151282.0,Spring 2022,1
2022-04-17,Jamaica Bay,11821.05,4420000.0,748737,131881.0,Spring 2022,1
2022-04-17,Newtown Creek,14548.87,7710000.0,1156473,188137.0,Spring 2022,1
2022-04-17,North River,11917.25,5890000.0,658596,72242.0,Spring 2022,1
2022-04-17,Oakwood Beach,6791.96,2680000.0,258731,44374.0,Spring 2022,1
2022-04-17,Owls Head,18506.35,6960000.0,906442,135396.0,Spring 2022,1
2022-04-17,Port Richmond,11076.93,4450000.0,226167,46435.0,Spring 2022,1
2022-04-17,Red Hook,37603.23,14000000.0,224029,33636.0,Spring 2022,1
2022-04-17,Rockaway,6334.51,3780000.0,120539,29986.0,Spring 2022,1
2022-04-17,Tallman Island,18006.77,8480000.0,449907,74748.0,Spring 2022,1
2022-04-17,Wards Island,3616.86,2030000.0,1201485,240219.0,Spring 2022,1
2022-04-19,26th Ward,2694.29,2880000.0,290608,72091.0,Spring 2022,1
2022-04-19,Bowery Bay,6222.08,3360000.0,924695,122994.0,Spring 2022,1
2022-04-19,Coney Island,4819.03,3290000.0,682342,117865.0,Spring 2022,1
2022-04-19,Hunts Point,3061.59,2390000.0,755948,151282.0,Spring 2022,1
2022-04-19,Jamaica Bay,9903.93,4410000.0,748737,131881.0,Spring 2022,1
2022-04-19,Newtown Creek,12456.41,9170000.0,1156473,188137.0,Spring 2022,1
2022-04-19,North River,7050.16,5510000.0,658596,72242.0,Spring 2022,1
2022-04-19,Oakwood Beach,7247.8,5010000.0,258731,44374.0,Spring 2022,1
2022-04-19,Owls Head,6416.03,2630000.0,906442,135396.0,Spring 2022,1
2022-04-19,Port Richmond,4327.84,3770000.0,226167,46435.0,Spring 2022,1
2022-04-19,Red Hook,10296.12,5390000.0,224029,33636.0,Spring 2022,1
2022-04-19,Rockaway,4113.18,2330000.0,120539,29986.0,Spring 2022,1
2022-04-19,Tallman Island,6799.72,4520000.0,449907,74748.0,Spring 2022,1
2022-04-19,Wards Island,3432.27,2810000.0,1201485,240219.0,Spring 2022,1
2022-04-24,26th Ward,4402.71,2640000.0,290608,72091.0,Spring 2022,0
2022-04-24,Bowery Bay,14153.74,5040000.0,924695,122994.0,Spring 2022,0
2022-04-24,Coney Island,8430.07,3550000.0,682342,117865.0,Spring 2022,0
2022-04-24,Hunts Point,5405.83,3360000.0,755948,151282.0,Spring 2022,0
2022-04-24,Jamaica Bay,15621.93,6160000.0,748737,131881.0,Spring 2022,0
2022-04-24,Newtown Creek,17010.1,9470000.0,1156473,188137.0,Spring 2022,0
2022-04-24,North River,17742.58,9080000.0,658596,72242.0,Spring 2022,0
2022-04-24,Oakwood Beach,5947.16,2660000.0,258731,44374.0,Spring 2022,0
2022-04-24,Owls Head,25010.71,9610000.0,906442,135396.0,Spring 2022,0
2022-04-24,Port Richmond,9718.62,5370000.0,226167,46435.0,Spring 2022,0
2022-04-24,Red Hook,10511.34,4260000.0,224029,33636.0,Spring 2022,0
2022-04-24,Rockaway,6857.2,3880000.0,120539,29986.0,Spring 2022,0
2022-04-24,Tallman Island,29445.29,12100000.0,449907,74748.0,Spring 2022,0
2022-04-24,Wards Island,3237.57,1880000.0,1201485,240219.0,Spring 2022,0
2022-04-26,26th Ward,8246.39,4830000.0,290608,72091.0,Spring 2022,0
2022-04-26,Bowery Bay,20412.74,7350000.0,924695,122994.0,Spring 2022,0
2022-04-26,Coney Island,10328.08,4180000.0,682342,117865.0,Spring 2022,0
2022-04-26,Hunts Point,5960.29,3550000.0,755948,151282.0,Spring 2022,0
2022-04-26,Jamaica Bay,16960.41,6430000.0,748737,131881.0,Spring 2022,0
2022-04-26,Newtown Creek,18924.02,11100000.0,1156473,188137.0,Spring 2022,0
2022-04-26,North River,18072.37,9760000.0,658596,72242.0,Spring 2022,0
2022-04-26,Oakwood Beach,15122.28,6480000.0,258731,44374.0,Spring 2022,0
2022-04-26,Owls Head,21734.7,8620000.0,906442,135396.0,Spring 2022,0
2022-04-26,Port Richmond,13473.59,6770000.0,226167,46435.0,Spring 2022,0
2022-04-26,Red Hook,17546.62,7710000.0,224029,33636.0,Spring 2022,0
2022-04-26,Rockaway,8297.47,4690000.0,120539,29986.0,Spring 2022,0
2022-04-26,Tallman Island,10415.24,4470000.0,449907,74748.0,Spring 2022,0
2022-04-26,Wards Island,8828.59,5120000.0,1201485,240219.0,Spring 2022,0
2022-05-01,26th Ward,13070.24,7660000.0,290608,72091.0,Spring 2022,0
2022-05-01,Bowery Bay,20376.99,7170000.0,924695,122994.0,Spring 2022,0
2022-05-01,Coney Island,6417.68,2630000.0,682342,117865.0,Spring 2022,0
2022-05-01,Hunts Point,9299.49,6100000.0,755948,151282.0,Spring 2022,0
2022-05-01,Jamaica Bay,23457.89,9010000.0,748737,131881.0,Spring 2022,0
2022-05-01,Newtown Creek,16870.09,9280000.0,1156473,188137.0,Spring 2022,0
2022-05-01,North River,15451.22,7990000.0,658596,72242.0,Spring 2022,0
2022-05-01,Oakwood Beach,17577.15,7250000.0,258731,44374.0,Spring 2022,0
2022-05-01,Owls Head,21343.73,9000000.0,906442,135396.0,Spring 2022,0
2022-05-01,Port Richmond,16175.61,7850000.0,226167,46435.0,Spring 2022,0
2022-05-01,Red Hook,20886.11,8820000.0,224029,33636.0,Spring 2022,0
2022-05-01,Rockaway,9895.07,5900000.0,120539,29986.0,Spring 2022,0
2022-05-01,Tallman Island,34597.51,15100000.0,449907,74748.0,Spring 2022,0
2022-05-01,Wards Island,6662.75,3460000.0,1201485,240219.0,Spring 2022,0
2022-05-03,26th Ward,16482.75,9660000.0,290608,72091.0,Spring 2022,0
2022-05-03,Bowery Bay,19165.43,7060000.0,924695,122994.0,Spring 2022,0
2022-05-03,Coney Island,15729.42,7770000.0,682342,117865.0,Spring 2022,0
2022-05-03,Hunts Point,7484.65,4420000.0,755948,151282.0,Spring 2022,0
2022-05-03,Jamaica Bay,23536.27,8810000.0,748737,131881.0,Spring 2022,0
2022-05-03,Newtown Creek,28594.04,16800000.0,1156473,188137.0,Spring 2022,0
2022-05-03,North River,20853.0,10900000.0,658596,72242.0,Spring 2022,0
2022-05-03,Oakwood Beach,16368.86,6470000.0,258731,44374.0,Spring 2022,0
2022-05-03,Owls Head,48809.23,20000000.0,906442,135396.0,Spring 2022,0
2022-05-03,Port Richmond,15604.62,6790000.0,226167,46435.0,Spring 2022,0
2022-05-03,Red Hook,19385.4,10200000.0,224029,33636.0,Spring 2022,0
2022-05-03,Rockaway,25550.95,14400000.0,120539,29986.0,Spring 2022,0
2022-05-03,Tallman Island,40915.19,21000000.0,449907,74748.0,Spring 2022,0
2022-05-03,Wards Island,11303.71,6130000.0,1201485,240219.0,Spring 2022,0
2022-05-08,26th Ward,4344.08,2890000.0,290608,72091.0,Spring 2022,0
2022-05-08,Bowery Bay,25946.96,10100000.0,924695,122994.0,Spring 2022,0
2022-05-08,Coney Island,4737.1,2210000.0,682342,117865.0,Spring 2022,0
2022-05-08,Hunts Point,7055.29,4730000.0,755948,151282.0,Spring 2022,0
2022-05-08,Jamaica Bay,22922.22,9160000.0,748737,131881.0,Spring 2022,0
