Test Date,WRRF Name,Gene Copies (N1/L),Per Capita Gene Copies,"Population Served, estimated",School Status,School-Aged Population,Season,Holiday
2021-01-18,Oakwood Beach,13274.0,5593192.85,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-18,Owls Head,24451.0,8985774.22,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-18,Port Richmond,18856.0,8521348.02,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-18,Red Hook,13614.0,4830867.85,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-18,Rockaway,8849.0,5836023.1,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-18,Tallman Island,20379.0,11316896.09,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-18,Wards Island,18012.0,10044511.13,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-20,26th Ward,2928.0,1830989.81,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-20,Bowery Bay,,,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-20,Coney Island,5998.0,2495806.81,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-20,Hunts Point,8507.0,5367261.13,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-20,Jamaica Bay,33645.0,12927680.22,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-20,Newtown Creek,11385.0,6558693.83,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-20,North River,6906.0,3572353.96,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-20,Oakwood Beach,22795.0,8537935.46,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-20,Owls Head,21140.0,7768832.98,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-20,Port Richmond,24586.0,10699060.21,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-20,Red Hook,,,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-20,Rockaway,12016.0,7169960.1,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-20,Tallman Island,9519.0,4725116.2,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-20,Wards Island,13415.0,7227346.41,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-25,26th Ward,19634.0,13299221.36,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-25,Bowery Bay,21967.0,7553656.08,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-25,Coney Island,5038.0,2124060.9,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-25,Hunts Point,23441.0,16903189.31,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-25,Jamaica Bay,29762.0,11887023.93,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-25,Newtown Creek,20268.0,11012863.11,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-25,North River,19180.0,9480884.94,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-25,Oakwood Beach,5903.0,2150470.27,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-25,Owls Head,31485.0,11570592.28,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-25,Port Richmond,24219.0,9728648.08,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-25,Red Hook,10421.0,3873703.19,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-25,Rockaway,8016.0,4530972.92,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-25,Tallman Island,23812.0,9816890.15,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-25,Wards Island,23099.0,12444827.9,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-27,26th Ward,32358.0,23182178.77,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-27,Bowery Bay,27094.0,10425885.5,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-27,Coney Island,22948.0,9930145.89,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-27,Hunts Point,17466.0,11807223.43,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-27,Jamaica Bay,50811.0,20293968.62,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-27,Newtown Creek,21262.0,13223426.02,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-27,North River,26560.0,14502632.55,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-27,Oakwood Beach,7067.0,2502183.9,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-27,Owls Head,25914.0,11038647.46,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-27,Port Richmond,19324.0,9056178.12,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-27,Red Hook,12207.0,5156557.85,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-27,Rockaway,23663.0,14119326.04,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-27,Tallman Island,29733.0,13759055.29,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-27,Wards Island,26401.0,14889098.83,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-02-01,26th Ward,33999.0,23029146.82,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-02-01,Bowery Bay,31037.0,11180947.81,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-02-01,Coney Island,19159.0,7865396.52,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-02-01,Hunts Point,26996.0,18249790.35,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-02-01,Jamaica Bay,40232.0,16068925.52,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-02-01,Newtown Creek,15027.0,8657066.85,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-02-01,North River,30750.0,15906615.37,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-02-01,Oakwood Beach,23067.0,8335799.75,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-02-01,Owls Head,24635.0,16357975.77,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-02-01,Port Richmond,18849.0,7571384.7,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-02-01,Red Hook,18191.0,6762136.7,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-02-01,Rockaway,14836.0,9318117.22,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-02-01,Tallman Island,5293.0,2315766.14,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-02-01,Wards Island,34313.0,18269820.48,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-02-08,26th Ward,18419.0,13435796.38,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-02-08,Bowery Bay,18481.0,8170862.25,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-02-08,Coney Island,22061.0,9546003.59,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-02-08,Hunts Point,14950.0,10779962.04,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-02-08,Jamaica Bay,17423.0,7134860.66,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-02-08,Newtown Creek,10660.0,7292457.17,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-02-08,North River,6124.0,3766315.32,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-02-08,Oakwood Beach,12972.0,5408923.47,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-02-08,Owls Head,24125.0,10377347.06,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-02-08,Port Richmond,11871.0,5761823.35,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-02-08,Red Hook,8335.0,3943591.53,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-02-08,Rockaway,4260.0,2809232.06,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-02-08,Tallman Island,15811.0,7715604.56,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-02-08,Wards Island,18466.0,11112286.26,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-02-15,26th Ward,14269.0,9665172.06,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-02-15,Bowery Bay,9814.0,3696281.42,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-02-15,Coney Island,18012.0,7194712.24,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-02-15,Hunts Point,22395.0,14466212.74,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-02-15,Jamaica Bay,10393.0,4098358.61,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-02-15,Newtown Creek,12023.0,6965758.53,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-02-15,North River,7177.0,3918612.58,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-02-15,Oakwood Beach,3473.0,1305694.45,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-02-15,Owls Head,26347.0,9682570.38,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-02-15,Port Richmond,16071.0,6724504.51,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-02-15,Red Hook,5436.0,2204564.15,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-02-15,Rockaway,2771.0,1653615.86,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-02-15,Tallman Island,12757.0,5366787.49,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-02-15,Wards Island,23035.0,12410283.81,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-02-22,26th Ward,11833.0,8323603.81,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-02-22,Bowery Bay,22984.0,8750243.58,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-02-22,Coney Island,17149.0,8467080.98,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-02-22,Hunts Point,22853.0,16135835.04,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-02-22,Jamaica Bay,24326.0,9347058.41,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-02-22,Newtown Creek,12684.0,7348369.89,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-02-22,North River,10022.0,5356891.62,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-02-22,Oakwood Beach,9758.0,4083199.67,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-02-22,Owls Head,30398.0,11679093.84,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-02-22,Port Richmond,12911.0,6266954.22,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-02-22,Red Hook,11307.0,4585114.88,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-02-22,Rockaway,12496.0,7848232.55,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-02-22,Tallman Island,16779.0,8047041.45,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-02-22,Wards Island,25165.0,13874781.4,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-03-01,26th Ward,13030.0,12050681.38,290608,Middle Schools Reopen,72091.0,Winter 2020,0
2021-03-01,Bowery Bay,7519.0,5202047.38,924695,Middle Schools Reopen,122994.0,Winter 2020,0
2021-03-01,Coney Island,16971.0,7155273.05,682342,Middle Schools Reopen,117865.0,Winter 2020,0
2021-03-01,Hunts Point,6355.0,6268938.72,755948,Middle Schools Reopen,151282.0,Winter 2020,0
2021-03-01,Jamaica Bay,18570.0,9670024.99,748737,Middle Schools Reopen,131881.0,Winter 2020,0
2021-03-01,Newtown Creek,8658.0,7311502.43,1156473,Middle Schools Reopen,188137.0,Winter 2020,0
2021-03-01,North River,16952.0,12471563.52,658596,Middle Schools Reopen,72242.0,Winter 2020,0
2021-03-01,Oakwood Beach,6723.0,4023038.2,258731,Middle Schools Reopen,44374.0,Winter 2020,0
2021-03-01,Owls Head,26175.0,14757028.82,906442,Middle Schools Reopen,135396.0,Winter 2020,0
2021-03-01,Port Richmond,6708.0,6174885.52,226167,Middle Schools Reopen,46435.0,Winter 2020,0
2021-03-01,Red Hook,8816.0,5660369.03,224029,Middle Schools Reopen,33636.0,Winter 2020,0
2021-03-01,Rockaway,10809.0,7128268.73,120539,Middle Schools Reopen,29986.0,Winter 2020,0
2021-03-01,Tallman Island,16575.0,12551177.31,449907,Middle Schools Reopen,74748.0,Winter 2020,0
2021-03-01,Wards Island,14225.0,11070099.49,1201485,Middle Schools Reopen,240219.0,Winter 2020,0
2021-03-08,26th Ward,7315.0,4669049.3,290608,Middle Schools Reopen,72091.0,Winter 2020,0
2021-03-08,Bowery Bay,16174.0,5694144.6,924695,Middle Schools Reopen,122994.0,Winter 2020,0
2021-03-08,Coney Island,18013.0,7694473.36,682342,Middle Schools Reopen,117865.0,Winter 2020,0
2021-03-08,Hunts Point,6375.0,4341481.28,755948,Middle Schools Reopen,151282.0,Winter 2020,0
2021-03-08,Jamaica Bay,19100.0,7821856.59,748737,Middle Schools Reopen,131881.0,Winter 2020,0
2021-03-08,Newtown Creek,16620.0,9193864.34,1156473,Middle Schools Reopen,188137.0,Winter 2020,0
2021-03-08,North River,9610.0,4916007.1,658596,Middle Schools Reopen,72242.0,Winter 2020,0
2021-03-08,Oakwood Beach,4031.0,1681015.18,258731,Middle Schools Reopen,44374.0,Winter 2020,0
2021-03-08,Owls Head,32865.0,11803276.78,906442,Middle Schools Reopen,135396.0,Winter 2020,0
2021-03-08,Port Richmond,15922.0,7461525.41,226167,Middle Schools Reopen,46435.0,Winter 2020,0
2021-03-08,Red Hook,7144.0,2776337.8,224029,Middle Schools Reopen,33636.0,Winter 2020,0
2021-03-08,Rockaway,8722.0,4930427.39,120539,Middle Schools Reopen,29986.0,Winter 2020,0
2021-03-08,Tallman Island,26183.0,10574436.5,449907,Middle Schools Reopen,74748.0,Winter 2020,0
2021-03-08,Wards Island,21037.0,10737420.76,1201485,Middle Schools Reopen,240219.0,Winter 2020,0
2021-03-15,26th Ward,12152.0,7756177.79,290608,Middle Schools Reopen,72091.0,Winter 2020,0
2021-03-15,Bowery Bay,9633.0,3430759.73,924695,Middle Schools Reopen,122994.0,Winter 2020,0
2021-03-15,Coney Island,18314.0,7111977.65,682342,Middle Schools Reopen,117865.0,Winter 2020,0
2021-03-15,Hunts Point,7047.0,4375600.0,755948,Middle Schools Reopen,151282.0,Winter 2020,0
2021-03-15,Jamaica Bay,18491.0,7198506.89,748737,Middle Schools Reopen,131881.0,Winter 2020,0
2021-03-15,Newtown Creek,14648.0,7863138.94,1156473,Middle Schools Reopen,188137.0,Winter 2020,0
2021-03-15,North River,6077.0,3143465.17,658596,Middle Schools Reopen,72242.0,Winter 2020,0
2021-03-15,Oakwood Beach,7483.0,3098241.39,258731,Middle Schools Reopen,44374.0,Winter 2020,0
2021-03-15,Owls Head,27210.0,9658706.17,906442,Middle Schools Reopen,135396.0,Winter 2020,0
2021-03-15,Port Richmond,12478.0,5221371.1,226167,Middle Schools Reopen,46435.0,Winter 2020,0
2021-03-15,Red Hook,15558.0,5783544.52,224029,Middle Schools Reopen,33636.0,Winter 2020,0
2021-03-15,Rockaway,8456.0,5045744.17,120539,Middle Schools Reopen,29986.0,Winter 2020,0
2021-03-15,Tallman Island,15906.0,6959034.2,449907,Middle Schools Reopen,74748.0,Winter 2020,0
2021-03-15,Wards Island,11218.0,5690502.9,1201485,Middle Schools Reopen,240219.0,Winter 2020,0
2021-03-22,26th Ward,16554.0,10134430.73,290608,Middle Schools Reopen,72091.0,Spring 2021,0
2021-03-22,Bowery Bay,21393.0,7443900.27,924695,Middle Schools Reopen,122994.0,Spring 2021,0
2021-03-22,Coney Island,3480.0,1467301.66,682342,Middle Schools Reopen,117865.0,Spring 2021,0
2021-03-22,Hunts Point,19663.0,11520324.56,755948,Middle Schools Reopen,151282.0,Spring 2021,0
2021-03-22,Jamaica Bay,20890.0,8238053.29,748737,Middle Schools Reopen,131881.0,Spring 2021,0
2021-03-22,Newtown Creek,13936.0,7389544.86,1156473,Middle Schools Reopen,188137.0,Spring 2021,0
2021-03-22,North River,2374.0,1200787.25,658596,Middle Schools Reopen,72242.0,Spring 2021,0
2021-03-22,Oakwood Beach,15678.0,6308140.22,258731,Middle Schools Reopen,44374.0,Spring 2021,0
2021-03-22,Owls Head,28287.0,9923028.49,906442,Middle Schools Reopen,135396.0,Spring 2021,0
2021-03-22,Port Richmond,15871.0,6906410.15,226167,Middle Schools Reopen,46435.0,Spring 2021,0
2021-03-22,Red Hook,10431.0,3701452.59,224029,Middle Schools Reopen,33636.0,Spring 2021,0
2021-03-22,Rockaway,1713.0,1022307.47,120539,Middle Schools Reopen,29986.0,Spring 2021,0
2021-03-22,Tallman Island,10564.0,4977554.21,449907,Middle Schools Reopen,74748.0,Spring 2021,0
2021-03-22,Wards Island,9033.0,4553490.67,1201485,Middle Schools Reopen,240219.0,Spring 2021,0
2021-03-29,26th Ward,11554.0,13394205.7,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-03-29,Bowery Bay,10802.0,7915021.8,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-03-29,Coney Island,10481.0,5116567.33,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-03-29,Hunts Point,8226.0,8856026.55,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-03-29,Jamaica Bay,11315.0,6178349.59,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-03-29,Newtown Creek,8011.0,7762081.51,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-03-29,North River,5395.0,4434220.75,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-03-29,Oakwood Beach,8302.0,4129631.02,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-03-29,Owls Head,11820.0,5873841.03,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-03-29,Port Richmond,9202.0,7084692.1,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-03-29,Red Hook,3993.0,2631098.83,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-03-29,Rockaway,10541.0,7613738.64,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-03-29,Tallman Island,13621.0,9626988.09,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-03-29,Wards Island,13274.0,11417089.41,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-04-05,26th Ward,6689.0,4182085.86,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-04-05,Bowery Bay,17793.0,6482707.58,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-04-05,Coney Island,14230.0,5683885.96,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-04-05,Hunts Point,6139.0,3596520.87,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-04-05,Jamaica Bay,11465.0,4521145.97,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-04-05,Newtown Creek,9415.0,4869383.05,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-04-05,North River,9751.0,4875996.5,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-04-05,Oakwood Beach,11645.0,4974934.09,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-04-05,Owls Head,22765.0,7795565.74,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-04-05,Port Richmond,19190.0,8350891.14,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-04-05,Red Hook,6156.0,2184385.42,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-04-05,Rockaway,7128.0,4252836.08,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-04-05,Tallman Island,20474.0,8957721.55,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-04-05,Wards Island,7718.0,4036633.36,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-04-12,26th Ward,9070.0,8860405.82,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-04-12,Bowery Bay,8112.0,5147456.38,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-04-12,Coney Island,7827.0,4385840.34,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-04-12,Hunts Point,6203.0,5621986.52,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-04-12,Jamaica Bay,15786.0,7821215.01,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-04-12,Newtown Creek,5744.0,5415048.74,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-04-12,North River,7848.0,5773603.23,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-04-12,Oakwood Beach,6793.0,3468409.73,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-04-12,Owls Head,13236.0,8457356.45,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-04-12,Port Richmond,10282.0,9120498.64,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-04-12,Red Hook,3445.0,2677891.65,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-04-12,Rockaway,5308.0,3667132.45,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-04-12,Tallman Island,7127.0,4856944.3,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-04-12,Wards Island,9935.0,7418574.79,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-04-19,26th Ward,5273.0,3296974.47,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-04-19,Bowery Bay,4080.0,1452998.31,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-04-19,Coney Island,8295.0,3405362.07,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-04-19,Hunts Point,2631.0,1646977.98,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-04-19,Jamaica Bay,7918.0,3202574.17,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-04-19,Newtown Creek,4299.0,2307645.87,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-04-19,North River,4001.0,2069456.39,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-04-19,Oakwood Beach,8791.0,3704167.21,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-04-19,Owls Head,14782.0,5123739.85,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-04-19,Port Richmond,10112.0,4738953.05,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-04-19,Red Hook,3996.0,1553103.43,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-04-19,Rockaway,2780.0,1658725.42,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-04-19,Tallman Island,5832.0,3091427.55,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-04-19,Wards Island,7966.0,4316746.34,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-04-26,26th Ward,4247.0,3596200.14,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-04-26,Bowery Bay,3344.0,2025793.3,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-04-26,Coney Island,6364.0,3071391.22,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-04-26,Hunts Point,3597.0,3097799.58,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-04-26,Jamaica Bay,6417.0,3049564.69,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-04-26,Newtown Creek,2527.0,2010363.02,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-04-26,North River,2559.0,1735796.48,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-04-26,Oakwood Beach,14481.0,6398375.62,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-04-26,Owls Head,8495.0,3725002.54,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-04-26,Port Richmond,4903.0,2872223.58,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-04-26,Red Hook,1143.0,675798.15,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-04-26,Rockaway,4863.0,2901869.76,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-04-26,Tallman Island,3185.0,2116937.21,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-04-26,Wards Island,2879.0,2258786.73,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-04-28,26th Ward,11283.0,6907768.76,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-04-28,Bowery Bay,4685.0,1687756.22,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-04-28,Coney Island,6701.0,2713812.38,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-04-28,Hunts Point,2688.0,1615486.46,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-04-28,Jamaica Bay,8131.0,3124308.58,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-04-28,Newtown Creek,3270.0,1776885.53,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-04-28,North River,2170.0,1147229.76,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-04-28,Oakwood Beach,14031.0,5563112.51,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-04-28,Owls Head,19811.0,7197768.76,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-04-28,Port Richmond,4868.0,2036772.63,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-04-28,Red Hook,1541.0,598732.09,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-04-28,Rockaway,6182.0,3688369.86,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-04-28,Tallman Island,6568.0,2762932.17,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-04-28,Wards Island,5493.0,2907238.05,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-05-03,26th Ward,2216.0,1270023.2,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-05-03,Bowery Bay,5190.0,1784757.22,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-05-03,Coney Island,3528.0,1487597.9,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-05-03,Hunts Point,3519.0,2167732.44,755948,High_Schools_Reopen,151282.0,Spring 2021,0
2021-05-03,Jamaica Bay,2779.0,1067730.37,748737,High_Schools_Reopen,131881.0,Spring 2021,0
2021-05-03,Newtown Creek,11537.0,6042152.23,1156473,High_Schools_Reopen,188137.0,Spring 2021,0
2021-05-03,North River,2034.0,1087170.05,658596,High_Schools_Reopen,72242.0,Spring 2021,0
2021-05-03,Oakwood Beach,9747.0,3779039.99,258731,High_Schools_Reopen,44374.0,Spring 2021,0
2021-05-03,Owls Head,4245.0,1471273.16,906442,High_Schools_Reopen,135396.0,Spring 2021,0
2021-05-03,Port Richmond,7026.0,2939786.07,226167,High_Schools_Reopen,46435.0,Spring 2021,0
2021-05-03,Red Hook,3418.0,1270699.08,224029,High_Schools_Reopen,33636.0,Spring 2021,0
2021-05-03,Rockaway,8489.0,4798661.16,120539,High_Schools_Reopen,29986.0,Spring 2021,0
2021-05-03,Tallman Island,3140.0,1320803.19,449907,High_Schools_Reopen,74748.0,Spring 2021,0
2021-05-03,Wards Island,6211.0,2700646.3,1201485,High_Schools_Reopen,240219.0,Spring 2021,0
2021-05-10,26th Ward,5093.0,4378554.12,290608,High_Schools_Reopen,72091.0,Spring 2021,0
2021-05-10,Bowery Bay,2060.0,1248148.49,924695,High_Schools_Reopen,122994.0,Spring 2021,0
2021-05-10,Coney Island,4400.0,2172663.8,682342,High_Schools_Reopen,117865.0,Spring 2021,0
2021-05-10,Hunts Point,1791.0,1560369.7,755948,High_Schools_Reopen,151282.0,Spring 2021,0
