Test Date,WRRF Name,Gene Copies (N1/L),Per Capita Gene Copies,"Population Served, estimated",School Status,School-Aged Population,Season,Holiday
2020-11-11,Coney Island,4755.0,1978308.46,682342,All Grades,117865.0,Fall 2020,0
2020-11-17,Hunts Point,646.0,371849.05,755948,All Grades,151282.0,Fall 2020,0
2020-11-11,Jamaica Bay,11366.0,4252382.24,748737,All Grades,131881.0,Fall 2020,0
2020-11-11,Newtown Creek,6375.0,3505876.85,1156473,All Grades,188137.0,Fall 2020,0
2020-11-11,North River,7882.0,4077289.02,658596,All Grades,72242.0,Fall 2020,0
2020-11-11,Oakwood Beach,7030.0,2561046.63,258731,All Grades,44374.0,Fall 2020,0
2020-11-11,Owls Head,11226.0,4078593.85,906442,All Grades,135396.0,Fall 2020,0
2020-11-11,Port Richmond,16314.0,6553272.03,226167,All Grades,46435.0,Fall 2020,0
2020-11-11,Red Hook,9343.0,3631125.45,224029,All Grades,33636.0,Fall 2020,0
2020-11-11,Rockaway,586.0,349454.95,120539,All Grades,29986.0,Fall 2020,0
2020-11-11,Tallman Island,8766.0,3687662.28,449907,All Grades,74748.0,Fall 2020,0
2020-11-11,Wards Island,8257.0,4396610.58,1201485,All Grades,240219.0,Fall 2020,0
2020-11-16,26th Ward,2464.0,2311272.16,290608,All Grades,72091.0,Fall 2020,0
2020-11-16,Bowery Bay,1601.0,897707.45,924695,All Grades,122994.0,Fall 2020,0
2020-11-16,Coney Island,1733.0,913366.27,682342,All Grades,117865.0,Fall 2020,0
2020-11-16,Hunts Point,4704.0,3509625.3,755948,All Grades,151282.0,Fall 2020,0
2020-11-16,Jamaica Bay,18889.0,8785739.79,748737,All Grades,131881.0,Fall 2020,0
2020-11-16,Newtown Creek,2296.0,1713703.06,1156473,All Grades,188137.0,Fall 2020,0
2020-11-16,North River,815.0,440403.49,658596,All Grades,72242.0,Fall 2020,0
2020-11-16,Oakwood Beach,2693.0,1162443.48,258731,All Grades,44374.0,Fall 2020,0
2020-11-16,Owls Head,3418.0,1470258.46,906442,All Grades,135396.0,Fall 2020,0
2020-11-16,Port Richmond,1681.0,1041223.74,226167,All Grades,46435.0,Fall 2020,0
2020-11-16,Red Hook,985.0,632632.82,224029,All Grades,33636.0,Fall 2020,0
2020-11-16,Rockaway,907.0,711730.41,120539,All Grades,29986.0,Fall 2020,0
2020-11-16,Tallman Island,1741.0,1010941.86,449907,All Grades,74748.0,Fall 2020,0
2020-11-16,Wards Island,2572.0,1547891.62,1201485,All Grades,240219.0,Fall 2020,0
2020-11-18,26th Ward,4710.0,3128639.9,290608,All Grades,72091.0,Fall 2020,0
2020-11-18,Bowery Bay,8786.0,3057378.1,924695,All Grades,122994.0,Fall 2020,0
2020-11-18,Coney Island,3600.0,1857561.53,682342,All Grades,117865.0,Fall 2020,0
2020-11-18,Hunts Point,4164.0,2481103.24,755948,All Grades,151282.0,Fall 2020,0
2020-11-18,Jamaica Bay,3843.0,1457278.2,748737,All Grades,131881.0,Fall 2020,0
2020-11-18,Newtown Creek,5830.0,3263372.24,1156473,All Grades,188137.0,Fall 2020,0
2020-11-18,North River,4110.0,2031419.81,658596,All Grades,72242.0,Fall 2020,0
2020-11-18,Oakwood Beach,3499.0,1545988.34,258731,All Grades,44374.0,Fall 2020,0
2020-11-18,Owls Head,8488.0,2871358.83,906442,All Grades,135396.0,Fall 2020,0
2020-11-18,Port Richmond,6784.0,2838442.62,226167,All Grades,46435.0,Fall 2020,0
2020-11-18,Red Hook,4014.0,1559909.42,224029,All Grades,33636.0,Fall 2020,0
2020-11-18,Rockaway,2098.0,1317984.41,120539,All Grades,29986.0,Fall 2020,0
2020-11-18,Tallman Island,2573.0,1147540.51,449907,All Grades,74748.0,Fall 2020,0
2020-11-18,Wards Island,5365.0,2822723.62,1201485,All Grades,240219.0,Fall 2020,0
2020-11-23,26th Ward,9990.0,6245977.97,290608,Shutdown,72091.0,Fall 2020,0
2020-11-23,Bowery Bay,12422.0,4830927.11,924695,Shutdown,122994.0,Fall 2020,0
2020-11-23,Coney Island,5169.0,2179556.89,682342,Shutdown,117865.0,Fall 2020,0
2020-11-23,Hunts Point,8993.0,5718984.53,755948,Shutdown,151282.0,Fall 2020,0
2020-11-23,Jamaica Bay,11173.0,4293251.24,748737,Shutdown,131881.0,Fall 2020,0
2020-11-23,Newtown Creek,5481.0,3265216.88,1156473,Shutdown,188137.0,Fall 2020,0
2020-11-23,North River,10432.0,5156487.27,658596,Shutdown,72242.0,Fall 2020,0
2020-11-23,Oakwood Beach,2744.0,1055780.95,258731,Shutdown,44374.0,Fall 2020,0
2020-11-23,Owls Head,5310.0,2040309.01,906442,Shutdown,135396.0,Fall 2020,0
2020-11-23,Port Richmond,12186.0,5302780.35,226167,Shutdown,46435.0,Fall 2020,0
2020-11-23,Red Hook,7890.0,2932943.14,224029,Shutdown,33636.0,Fall 2020,0
2020-11-23,Rockaway,957.0,601330.65,120539,Shutdown,29986.0,Fall 2020,0
2020-11-23,Tallman Island,7163.0,3013553.59,449907,Shutdown,74748.0,Fall 2020,0
2020-11-23,Wards Island,9925.0,5347101.68,1201485,Shutdown,240219.0,Fall 2020,0
2020-11-25,26th Ward,10802.0,6753951.28,290608,Shutdown,72091.0,Fall 2020,0
2020-11-25,Bowery Bay,13482.0,4525559.99,924695,Shutdown,122994.0,Fall 2020,0
2020-11-25,Coney Island,5950.0,2838755.15,682342,Shutdown,117865.0,Fall 2020,0
2020-11-25,Hunts Point,10658.0,6404123.29,755948,Shutdown,151282.0,Fall 2020,0
2020-11-25,Jamaica Bay,16487.0,6168143.55,748737,Shutdown,131881.0,Fall 2020,0
2020-11-25,Newtown Creek,6555.0,3626112.23,1156473,Shutdown,188137.0,Fall 2020,0
2020-11-25,North River,6230.0,3079499.51,658596,Shutdown,72242.0,Fall 2020,0
2020-11-25,Oakwood Beach,14734.0,5669303.42,258731,Shutdown,44374.0,Fall 2020,0
2020-11-25,Owls Head,14167.0,4910679.58,906442,Shutdown,135396.0,Fall 2020,0
2020-11-25,Port Richmond,16923.0,6514694.93,226167,Shutdown,46435.0,Fall 2020,0
2020-11-25,Red Hook,6464.0,2402873.53,224029,Shutdown,33636.0,Fall 2020,0
2020-11-25,Rockaway,2785.0,1749336.96,120539,Shutdown,29986.0,Fall 2020,0
2020-11-25,Tallman Island,2903.0,1538708.02,449907,Shutdown,74748.0,Fall 2020,0
2020-11-25,Wards Island,8601.0,4579501.72,1201485,Shutdown,240219.0,Fall 2020,0
2020-11-30,26th Ward,9478.0,5925813.84,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-11-30,Bowery Bay,20669.0,7107479.31,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-11-30,Coney Island,37486.0,15804952.84,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-11-30,Hunts Point,15763.0,9551169.9,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-11-30,Jamaica Bay,5448.0,2093399.94,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-11-30,Newtown Creek,15280.0,8252422.82,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-11-30,North River,7478.0,3567295.66,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-11-30,Oakwood Beach,14972.0,5870460.83,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-11-30,Owls Head,4830.0,1654008.73,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-11-30,Port Richmond,14272.0,5972030.51,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-11-30,Red Hook,6138.0,2177870.1,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-11-30,Rockaway,3372.0,2012135.32,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-11-30,Tallman Island,14808.0,6229629.52,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-11-30,Wards Island,9124.0,4742892.01,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-02,26th Ward,6117.0,4382630.0,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-02,Bowery Bay,20411.0,7520193.55,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-02,Coney Island,9945.0,5186350.97,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-02,Hunts Point,7420.0,4941911.78,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-02,Jamaica Bay,18238.0,7284132.8,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-02,Newtown Creek,4656.0,2712573.2,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-02,North River,5201.0,2630840.39,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-02,Oakwood Beach,5246.0,2302621.86,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-02,Owls Head,19180.0,6728396.16,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-02,Port Richmond,29725.0,14925291.9,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-02,Red Hook,4262.0,1584442.51,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-02,Rockaway,1970.0,1361056.44,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-02,Tallman Island,6422.0,3674470.47,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-02,Wards Island,11728.0,6835708.74,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-07,26th Ward,11291.0,7794790.29,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-07,Bowery Bay,,,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-07,Coney Island,11944.0,6560056.93,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-07,Hunts Point,11143.0,7476839.36,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-07,Jamaica Bay,26163.0,10846267.69,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-07,Newtown Creek,10455.0,5817435.35,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-07,North River,6659.0,3291548.62,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-07,Oakwood Beach,14322.0,6558585.55,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-07,Owls Head,22153.0,7863799.98,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-07,Port Richmond,23405.0,11360348.96,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-07,Red Hook,10940.0,4251601.88,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-07,Rockaway,8315.0,5222767.28,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-07,Tallman Island,11747.0,6523277.57,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-07,Wards Island,14669.0,8133995.86,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-09,26th Ward,13678.0,8730160.03,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-09,Bowery Bay,19174.0,7142781.06,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-09,Coney Island,52960.0,23504457.7,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-09,Hunts Point,27233.0,17728055.13,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-09,Jamaica Bay,29516.0,11788671.51,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-09,Newtown Creek,13317.0,7759204.77,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-09,North River,7921.0,4006501.77,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-09,Oakwood Beach,20288.0,8459485.02,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-09,Owls Head,21469.0,7531265.64,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-09,Port Richmond,36242.0,15771409.88,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-09,Red Hook,6521.0,2534416.06,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-09,Rockaway,12152.0,7632282.32,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-09,Tallman Island,15365.0,7627405.37,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-09,Wards Island,16350.0,8705823.92,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-14,26th Ward,12203.0,7947510.1,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-14,Bowery Bay,15253.0,5869345.61,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-14,Coney Island,29495.0,12926497.69,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-14,Hunts Point,13738.0,8392535.31,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-14,Jamaica Bay,22866.0,8785815.13,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-14,Newtown Creek,9897.0,5474563.19,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-14,North River,9138.0,4569644.09,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-14,Oakwood Beach,44382.0,17402241.94,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-14,Owls Head,32278.0,11592459.15,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-14,Port Richmond,22695.0,9876289.17,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-14,Red Hook,8735.0,3542258.75,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-14,Rockaway,9700.0,6396959.17,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-14,Tallman Island,24466.0,10292506.65,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-14,Wards Island,20478.0,10903678.65,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-16,26th Ward,12790.0,8163147.77,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-16,Bowery Bay,21547.0,7409315.02,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-16,Coney Island,24437.0,11116504.12,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-16,Hunts Point,15707.0,9595528.47,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-16,Jamaica Bay,26079.0,10416182.3,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-16,Newtown Creek,26705.0,15646509.93,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-16,North River,4610.0,2463987.2,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-16,Oakwood Beach,25791.0,9395679.34,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-16,Owls Head,29004.0,10295598.11,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-16,Port Richmond,16514.0,6909884.84,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-16,Red Hook,4719.0,1834005.32,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-16,Rockaway,13152.0,8673268.9,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-16,Tallman Island,19474.0,8520315.4,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-16,Wards Island,11186.0,5744707.06,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-21,26th Ward,11369.0,8145024.02,290608,Grade Schools Reopen,72091.0,Fall 2020,0
2020-12-21,Bowery Bay,17290.0,7573227.05,924695,Grade Schools Reopen,122994.0,Fall 2020,0
2020-12-21,Coney Island,10617.0,5242274.14,682342,Grade Schools Reopen,117865.0,Fall 2020,0
2020-12-21,Hunts Point,10938.0,7558553.36,755948,Grade Schools Reopen,151282.0,Fall 2020,0
2020-12-21,Jamaica Bay,36771.0,15616052.76,748737,Grade Schools Reopen,131881.0,Fall 2020,0
2020-12-21,Newtown Creek,7382.0,4784336.99,1156473,Grade Schools Reopen,188137.0,Fall 2020,0
2020-12-21,North River,13711.0,8432311.72,658596,Grade Schools Reopen,72242.0,Fall 2020,0
2020-12-21,Oakwood Beach,24680.0,9460466.28,258731,Grade Schools Reopen,44374.0,Fall 2020,0
2020-12-21,Owls Head,32014.0,14037911.76,906442,Grade Schools Reopen,135396.0,Fall 2020,0
2020-12-21,Port Richmond,24881.0,11660075.95,226167,Grade Schools Reopen,46435.0,Fall 2020,0
2020-12-21,Red Hook,5063.0,3336482.26,224029,Grade Schools Reopen,33636.0,Fall 2020,0
2020-12-21,Rockaway,5222.0,3607987.73,120539,Grade Schools Reopen,29986.0,Fall 2020,0
2020-12-21,Tallman Island,18617.0,8771818.01,449907,Grade Schools Reopen,74748.0,Fall 2020,0
2020-12-21,Wards Island,15030.0,8334496.71,1201485,Grade Schools Reopen,240219.0,Fall 2020,0
2020-12-23,26th Ward,5177.0,5394626.31,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2020-12-23,Bowery Bay,20981.0,10306923.05,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2020-12-23,Coney Island,17494.0,7958104.35,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2020-12-23,Hunts Point,16303.0,12082663.6,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2020-12-23,Jamaica Bay,36011.0,15657505.1,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2020-12-23,Newtown Creek,11949.0,7939930.85,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2020-12-23,North River,8319.0,4829586.22,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2020-12-23,Oakwood Beach,15309.0,6249082.82,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2020-12-23,Owls Head,19284.0,7570175.42,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2020-12-23,Port Richmond,9843.0,4942400.06,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2020-12-23,Red Hook,7526.0,3560747.43,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2020-12-23,Rockaway,10247.0,6435695.4,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2020-12-23,Tallman Island,18341.0,10648041.06,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2020-12-23,Wards Island,13131.0,8274177.18,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2020-12-28,26th Ward,12240.0,8290610.02,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2020-12-28,Bowery Bay,15286.0,5569431.26,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2020-12-28,Coney Island,14988.0,6485662.79,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2020-12-28,Hunts Point,9451.0,6246885.68,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2020-12-28,Jamaica Bay,13776.0,5711047.53,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2020-12-28,Newtown Creek,7299.0,4276712.05,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2020-12-28,North River,10351.0,4997452.36,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2020-12-28,Oakwood Beach,18711.0,8048284.78,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2020-12-28,Owls Head,41740.0,14641976.31,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2020-12-28,Port Richmond,14984.0,7022206.62,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2020-12-28,Red Hook,10116.0,6495016.37,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2020-12-28,Rockaway,8921.0,5883450.24,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2020-12-28,Tallman Island,12390.0,6775774.55,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2020-12-28,Wards Island,18469.0,9775511.67,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2020-12-30,26th Ward,2946.0,1918480.07,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2020-12-30,Bowery Bay,4749.0,1710755.62,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2020-12-30,Coney Island,14243.0,8059313.49,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2020-12-30,Hunts Point,4304.0,2715667.21,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2020-12-30,Jamaica Bay,30175.0,11594155.56,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2020-12-30,Newtown Creek,3338.0,1846334.74,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2020-12-30,North River,2921.0,1477389.22,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2020-12-30,Oakwood Beach,3573.0,1500261.22,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2020-12-30,Owls Head,8179.0,2903190.83,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2020-12-30,Port Richmond,979.0,426021.06,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2020-12-30,Red Hook,13439.0,5677031.32,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2020-12-30,Rockaway,12630.0,7535910.64,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2020-12-30,Tallman Island,20394.0,8922864.89,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2020-12-30,Wards Island,21301.0,9596875.82,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-04,26th Ward,16507.0,13546455.46,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-04,Bowery Bay,16391.0,8856979.27,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-04,Coney Island,18720.0,9346942.43,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-04,Hunts Point,15469.0,12006794.69,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-04,Jamaica Bay,22859.0,10285810.82,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-04,Newtown Creek,8514.0,6605130.56,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-04,North River,9067.0,5524394.63,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-04,Oakwood Beach,24288.0,12046388.65,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-04,Owls Head,32748.0,16411212.12,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-04,Port Richmond,21734.0,15642101.09,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-04,Red Hook,5755.0,3306138.01,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-04,Rockaway,12151.0,8013531.49,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-04,Tallman Island,14665.0,9254163.71,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-04,Wards Island,18717.0,11676128.02,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-06,26th Ward,22312.0,14531878.17,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-06,Bowery Bay,23589.0,8884181.0,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-06,Coney Island,17129.0,7601941.81,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-06,Hunts Point,24343.0,15968841.88,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-06,Jamaica Bay,38978.0,15764917.09,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-06,Newtown Creek,17266.0,10285758.83,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-06,North River,14060.0,7434796.44,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-06,Oakwood Beach,17302.0,7037239.43,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-06,Owls Head,50142.0,17799003.66,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-06,Port Richmond,20906.0,10497033.37,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-06,Red Hook,9620.0,4063724.53,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-06,Rockaway,7795.0,5385753.8,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-06,Tallman Island,18935.0,10036585.23,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-06,Wards Island,22811.0,12936297.11,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-11,26th Ward,15578.0,10348647.12,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-11,Bowery Bay,9031.0,3253290.79,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-11,Coney Island,12779.0,5813244.52,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-11,Hunts Point,41541.0,26626060.61,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-11,Jamaica Bay,21087.0,8635593.09,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-11,Newtown Creek,13816.0,7733248.22,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-11,North River,9002.0,4553253.36,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-11,Oakwood Beach,9342.0,3731504.52,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-11,Owls Head,25443.0,8925389.54,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-11,Port Richmond,9103.0,3961152.22,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-11,Red Hook,7835.0,2779985.26,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-11,Rockaway,15556.0,10747527.97,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-11,Tallman Island,19033.0,7686632.98,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-11,Wards Island,16759.0,9187142.39,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-13,26th Ward,21589.0,14060912.95,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-13,Bowery Bay,26859.0,9345976.26,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-13,Coney Island,27725.0,11381955.03,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-13,Hunts Point,22861.0,14653093.5,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-13,Jamaica Bay,34826.0,13557353.52,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-13,Newtown Creek,13742.0,7871737.08,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-13,North River,11400.0,5962714.02,658596,Grade Schools Reopen,72242.0,Winter 2020,0
2021-01-13,Oakwood Beach,26544.0,10097150.69,258731,Grade Schools Reopen,44374.0,Winter 2020,0
2021-01-13,Owls Head,31228.0,11606695.71,906442,Grade Schools Reopen,135396.0,Winter 2020,0
2021-01-13,Port Richmond,20276.0,8483919.24,226167,Grade Schools Reopen,46435.0,Winter 2020,0
2021-01-13,Red Hook,14589.0,5423350.15,224029,Grade Schools Reopen,33636.0,Winter 2020,0
2021-01-13,Rockaway,40607.0,26779947.4,120539,Grade Schools Reopen,29986.0,Winter 2020,0
2021-01-13,Tallman Island,22804.0,9785095.61,449907,Grade Schools Reopen,74748.0,Winter 2020,0
2021-01-13,Wards Island,23809.0,12977166.33,1201485,Grade Schools Reopen,240219.0,Winter 2020,0
2021-01-18,26th Ward,9735.0,6466846.33,290608,Grade Schools Reopen,72091.0,Winter 2020,0
2021-01-18,Bowery Bay,21921.0,7896860.39,924695,Grade Schools Reopen,122994.0,Winter 2020,0
2021-01-18,Coney Island,21948.0,10836619.04,682342,Grade Schools Reopen,117865.0,Winter 2020,0
2021-01-18,Hunts Point,26170.0,17298328.44,755948,Grade Schools Reopen,151282.0,Winter 2020,0
2021-01-18,Jamaica Bay,20883.0,8868573.92,748737,Grade Schools Reopen,131881.0,Winter 2020,0
2021-01-18,Newtown Creek,11031.0,5957632.62,1156473,Grade Schools Reopen,188137.0,Winter 2020,0
2021-01-18,North River,11058.0,5529590.05,658596,Grade Schools Reopen,72242.0,Winter 2020,0
