5-9,10-14, 15-19,WRRF Name,Total Population,Total WRRF Population,Zip Codes Served,Zip_Codes_Served
1012.0,829.0,879.0,North River,2720.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
3061.0,3337.0,2555.0,Newtown Creek,8953.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
924.0,865.0,7320.0,Newtown Creek,9109.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
147.0,176.0,119.0,Newtown Creek,442.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
235.0,198.0,81.0,Newtown Creek,514.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
133.0,90.0,415.0,Newtown Creek,638.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
448.0,242.0,216.0,Newtown Creek,906.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1242.0,2235.0,2235.0,Newtown Creek,5712.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1631.0,784.0,1965.0,Newtown Creek,4380.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1153.0,1218.0,2243.0,North River,4614.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
199.0,506.0,637.0,Newtown Creek,1342.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1193.0,1340.0,1031.0,Newtown Creek,3564.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
456.0,649.0,534.0,North River,1639.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
1379.0,1379.0,1105.0,Newtown Creek,3863.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
226.0,310.0,93.0,Newtown Creek,629.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
141.0,120.0,256.0,North River,517.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
898.0,509.0,870.0,North River,2277.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
3036.0,1908.0,2715.0,North River,7659.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
3096.0,3367.0,1674.0,North River,8137.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
3991.0,3633.0,4692.0,North River,12316.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
2079.0,2115.0,1699.0,North River,5893.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
3182.0,3125.0,3125.0,North River,9432.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
2910.0,2767.0,2626.0,North River,8303.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
1841.0,2409.0,1802.0,North River,6052.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
498.0,658.0,549.0,North River,1705.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
472.0,402.0,274.0,Bowery Bay,1148.0,122994.0,"10044, 11101, 11102, 11103, 11104, 11105, 11106, 11368, 11369, 11370, 11371, 11372, 11373, 11374, 11375, 11377, 11378, 11415","['10044', ' 11101', ' 11102', ' 11103', ' 11104', ' 11105', ' 11106', ' 11368', ' 11369', ' 11370', ' 11371', ' 11372', ' 11373', ' 11374', ' 11375', ' 11377', ' 11378', ' 11415']"
1270.0,1072.0,674.0,Wards Island,3016.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
261.0,635.0,82.0,North River,978.0,72242.0,"10001, 10011, 10014, 10018, 10019, 10023, 10024, 10025, 10026, 10027, 10031, 10034, 10036, 10069","['10001', ' 10011', ' 10014', ' 10018', ' 10019', ' 10023', ' 10024', ' 10025', ' 10026', ' 10027', ' 10031', ' 10034', ' 10036', ' 10069']"
872.0,616.0,1095.0,Wards Island,2583.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
1936.0,1928.0,2281.0,Wards Island,6145.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
286.0,218.0,256.0,Newtown Creek,760.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
574.0,535.0,269.0,Newtown Creek,1378.0,188137.0,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10010, 10012, 10013, 10016, 10017, 10022, 10038, 10280, 10282, 11205, 11206, 11211, 11213, 11216, 11221, 11222, 11225, 11233, 11237, 11238, 11379, 11385","['10002', ' 10003', ' 10004', ' 10005', ' 10006', ' 10007', ' 10009', ' 10010', ' 10012', ' 10013', ' 10016', ' 10017', ' 10022', ' 10038', ' 10280', ' 10282', ' 11205', ' 11206', ' 11211', ' 11213', ' 11216', ' 11221', ' 11222', ' 11225', ' 11233', ' 11237', ' 11238', ' 11379', ' 11385']"
1881.0,2020.0,2442.0,Port Richmond,6343.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
1170.0,1295.0,1180.0,Port Richmond,3645.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
1861.0,2502.0,2148.0,Port Richmond,6511.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
2628.0,2928.0,2913.0,Port Richmond,8469.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
2771.0,2439.0,2606.0,Oakwood Beach,7816.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
2546.0,3011.0,4018.0,Oakwood Beach,9575.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
704.0,1000.0,1324.0,Oakwood Beach,3028.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
1320.0,1904.0,1884.0,Oakwood Beach,5108.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
2029.0,2626.0,2028.0,Oakwood Beach,6683.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
1550.0,1585.0,1751.0,Port Richmond,4886.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
4021.0,4490.0,3653.0,Oakwood Beach,12164.0,44374.0,"10305, 10306, 10307, 10308, 10309, 10312","['10305', ' 10306', ' 10307', ' 10308', ' 10309', ' 10312']"
4863.0,5591.0,6127.0,Port Richmond,16581.0,46435.0,"10301, 10302, 10303, 10304, 10310, 10314","['10301', ' 10302', ' 10303', ' 10304', ' 10310', ' 10314']"
3499.0,3227.0,3379.0,Wards Island,10105.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
6280.0,7099.0,6229.0,Wards Island,19608.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
6325.0,6011.0,5621.0,Wards Island,17957.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
3142.0,3452.0,2323.0,Wards Island,8917.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
3728.0,3524.0,3564.0,Wards Island,10816.0,240219.0,"10021, 10028, 10029, 10030, 10032, 10033, 10035, 10037, 10039, 10040, 10065, 10075, 10128, 10451, 10452, 10453, 10454, 10455, 10456, 10457, 10458, 10463, 10468, 10471, 11370","['10021', ' 10028', ' 10029', ' 10030', ' 10032', ' 10033', ' 10035', ' 10037', ' 10039', ' 10040', ' 10065', ' 10075', ' 10128', ' 10451', ' 10452', ' 10453', ' 10454', ' 10455', ' 10456', ' 10457', ' 10458', ' 10463', ' 10468', ' 10471', ' 11370']"
