5-9,10-14, 15-19,WRRF Name,Total Population,Total WRRF Population,Zip Codes Served,Zip_Codes_Served
2217.0,2299.0,1883.0,Jamaica Bay,6399.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
2089.0,2417.0,2270.0,Jamaica Bay,6776.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1985.0,2640.0,2689.0,Jamaica Bay,7314.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
2441.0,2655.0,3195.0,Jamaica Bay,8291.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1985.0,2640.0,2689.0,Jamaica Bay,7314.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1665.0,2202.0,2206.0,Jamaica Bay,6073.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1576.0,1719.0,1677.0,Jamaica Bay,4972.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1009.0,1173.0,860.0,Jamaica Bay,3042.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1114.0,1370.0,1137.0,Tallman Island,3621.0,74748.0,"11004, 11005, 11354, 11355, 11356, 11357, 11358, 11359, 11360, 11361, 11362, 11363, 11364, 11365, 11366, 11367, 11427","['11004', ' 11005', ' 11354', ' 11355', ' 11356', ' 11357', ' 11358', ' 11359', ' 11360', ' 11361', ' 11362', ' 11363', ' 11364', ' 11365', ' 11366', ' 11367', ' 11427']"
965.0,1130.0,1075.0,Jamaica Bay,3170.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1196.0,1342.0,1812.0,Jamaica Bay,4350.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
0.0,14.0,0.0,Jamaica Bay,14.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
3631.0,3917.0,3473.0,Jamaica Bay,11021.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
2421.0,3194.0,3007.0,Jamaica Bay,8622.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
4296.0,4277.0,4151.0,Jamaica Bay,12724.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
3738.0,3212.0,2977.0,Jamaica Bay,9927.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
1405.0,1301.0,1318.0,Jamaica Bay,4024.0,131881.0,"11411, 11412, 11413, 11414, 11416, 11417, 11418, 11419, 11420, 11421, 11422, 11423, 11426, 11428, 11429, 11430, 11432, 11433, 11434, 11435, 11436","['11411', ' 11412', ' 11413', ' 11414', ' 11416', ' 11417', ' 11418', ' 11419', ' 11420', ' 11421', ' 11422', ' 11423', ' 11426', ' 11428', ' 11429', ' 11430', ' 11432', ' 11433', ' 11434', ' 11435', ' 11436']"
6282.0,6359.0,4749.0,Rockaway,17390.0,29986.0,"11691, 11692, 11693, 11694, 11697","['11691', ' 11692', ' 11693', ' 11694', ' 11697']"
1740.0,2367.0,1256.0,Rockaway,5363.0,29986.0,"11691, 11692, 11693, 11694, 11697","['11691', ' 11692', ' 11693', ' 11694', ' 11697']"
992.0,883.0,935.0,Rockaway,2810.0,29986.0,"11691, 11692, 11693, 11694, 11697","['11691', ' 11692', ' 11693', ' 11694', ' 11697']"
1177.0,1653.0,1035.0,Rockaway,3865.0,29986.0,"11691, 11692, 11693, 11694, 11697","['11691', ' 11692', ' 11693', ' 11694', ' 11697']"
246.0,164.0,148.0,Rockaway,558.0,29986.0,"11691, 11692, 11693, 11694, 11697","['11691', ' 11692', ' 11693', ' 11694', ' 11697']"
