Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Event
2021-06-27,06/28/2021,Newtown Creek,NC,1271.0,698736.89,,1156473,Summer Break_2
2021-06-27,06/28/2021,North River,NR,647.0,364428.51,,658596,Summer Break_2
2021-06-27,06/28/2021,Oakwood Beach,OB,7557.0,2885776.13,,258731,Summer Break_2
2021-06-27,06/28/2021,Owls Head,OH,2972.0,1042569.61,,906442,Summer Break_2
2021-06-27,06/28/2021,Port Richmond,PR,2312.0,967223.17,,226167,Summer Break_2
2021-06-27,06/28/2021,Red Hook,RH,456.0,169580.01,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,224029,Summer Break_2
2021-06-27,06/28/2021,Rockaway,RK,193.0,133199.66,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-06-27,06/28/2021,Tallman Island,TI,476.0,200098.76,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,Summer Break_2
2021-06-27,06/28/2021,Wards Island,WI,2389.0,1460302.98,,1201485,Summer Break_2
2021-06-29,06/30/2021,26th Ward,26W,385.0,251013.99,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Summer Break_2
2021-06-29,06/30/2021,Bowery Bay,BB,928.0,341975.64,,924695,Summer Break_2
2021-06-29,06/30/2021,Coney Island,CI,1696.0,649336.78,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,Summer Break_2
2021-06-29,06/30/2021,Hunts Point,HP,741.0,523137.32,,755948,Summer Break_2
2021-06-29,06/30/2021,Jamaica Bay,JA,1614.0,595622.79,,748737,Summer Break_2
2021-06-29,06/30/2021,Newtown Creek,NC,1028.0,625667.35,,1156473,Summer Break_2
2021-06-29,06/30/2021,North River,NR,190.0,120960.55,Concentration below Method Limit of Quantification (above Method Limit of Detection),658596,Summer Break_2
2021-06-29,06/30/2021,Oakwood Beach,OB,11096.0,4091123.68,,258731,Summer Break_2
2021-06-29,06/30/2021,Owls Head,OH,5794.0,2056816.17,,906442,Summer Break_2
2021-06-29,06/30/2021,Port Richmond,PR,1926.0,773758.38,,226167,Summer Break_2
2021-06-29,06/30/2021,Red Hook,RH,523.0,265250.89,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029,Summer Break_2
2021-06-29,06/30/2021,Rockaway,RK,417.0,261759.12,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-06-29,06/30/2021,Tallman Island,TI,2444.0,1028081.2,,449907,Summer Break_2
2021-06-29,06/30/2021,Wards Island,WI,1285.0,1036462.95,,1201485,Summer Break_2
2021-07-06,07/07/2021,26th Ward,26W,762.0,724757.51,,290608,Summer Break_2
2021-07-06,07/07/2021,Bowery Bay,BB,1935.0,1132805.03,,924695,Summer Break_2
2021-07-06,07/07/2021,Coney Island,CI,1558.0,864522.97,,682342,Summer Break_2
2021-07-06,07/07/2021,Hunts Point,HP,1106.0,891681.51,,755948,Summer Break_2
2021-07-06,07/07/2021,Jamaica Bay,JA,811.0,373219.54,,748737,Summer Break_2
2021-07-06,07/07/2021,Newtown Creek,NC,922.0,748410.44,,1156473,Summer Break_2
2021-07-06,07/07/2021,North River,NR,635.0,481641.95,,658596,Summer Break_2
2021-07-06,07/07/2021,Oakwood Beach,OB,20572.0,12400356.06,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,Summer Break_2
2021-07-06,07/07/2021,Owls Head,OH,7001.0,3186701.79,,906442,Summer Break_2
2021-07-06,07/07/2021,Port Richmond,PR,1402.0,1126684.53,,226167,Summer Break_2
2021-07-06,07/07/2021,Red Hook,RH,914.0,540484.87,,224029,Summer Break_2
2021-07-06,07/07/2021,Rockaway,RK,674.0,444175.81,,120539,Summer Break_2
2021-07-06,07/07/2021,Tallman Island,TI,1084.0,665682.85,,449907,Summer Break_2
2021-07-06,07/07/2021,Wards Island,WI,2909.0,2263726.94,,1201485,Summer Break_2
2021-07-11,07/12/2021,26th Ward,26W,1336.0,1061573.34,,290608,Summer Break_2
2021-07-11,07/12/2021,Bowery Bay,BB,2351.0,1260676.86,,924695,Summer Break_2
2021-07-11,07/12/2021,Coney Island,CI,1145.0,520774.41,,682342,Summer Break_2
2021-07-11,07/12/2021,Hunts Point,HP,1092.0,907495.63,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,Summer Break_2
2021-07-11,07/12/2021,Jamaica Bay,JA,2840.0,1220652.96,,748737,Summer Break_2
2021-07-11,07/12/2021,Newtown Creek,NC,1091.0,917508.04,,1156473,Summer Break_2
2021-07-11,07/12/2021,North River,NR,1820.0,1516679.38,,658596,Summer Break_2
2021-07-11,07/12/2021,Oakwood Beach,OB,12364.0,6023852.74,,258731,Summer Break_2
2021-07-11,07/12/2021,Owls Head,OH,798.0,343197.12,,906442,Summer Break_2
2021-07-11,07/12/2021,Port Richmond,PR,444.0,631622.17,Concentration below Method Limit of Quantification (above Method Limit of Detection),226167,Summer Break_2
2021-07-11,07/12/2021,Red Hook,RH,5596.0,3687519.19,,224029,Summer Break_2
2021-07-11,07/12/2021,Rockaway,RK,472.0,355999.03,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-07-11,07/12/2021,Tallman Island,TI,1198.0,685447.16,,449907,Summer Break_2
2021-07-11,07/12/2021,Wards Island,WI,3383.0,2674914.09,,1201485,Summer Break_2
2021-07-13,07/14/2021,26th Ward,26W,2075.0,1351329.26,,290608,Summer Break_2
2021-07-13,07/14/2021,Bowery Bay,BB,3403.0,1323295.84,,924695,Summer Break_2
2021-07-13,07/14/2021,Coney Island,CI,2176.0,929640.24,,682342,Summer Break_2
2021-07-13,07/14/2021,Hunts Point,HP,2414.0,1535266.43,,755948,Summer Break_2
2021-07-13,07/14/2021,Jamaica Bay,JA,3242.0,1262237.13,,748737,Summer Break_2
2021-07-13,07/14/2021,Newtown Creek,NC,2032.0,1330265.83,,1156473,Summer Break_2
2021-07-13,07/14/2021,North River,NR,,,No signal detected; possible analytical issue,658596,Summer Break_2
2021-07-13,07/14/2021,Oakwood Beach,OB,1217.0,566042.53,,258731,Summer Break_2
2021-07-13,07/14/2021,Owls Head,OH,11094.0,3799026.83,,906442,Summer Break_2
2021-07-13,07/14/2021,Port Richmond,PR,1745.0,993094.1,,226167,Summer Break_2
2021-07-13,07/14/2021,Red Hook,RH,3784.0,1534655.85,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029,Summer Break_2
2021-07-13,07/14/2021,Rockaway,RK,483.0,318764.87,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-07-13,07/14/2021,Tallman Island,TI,1743.0,850360.95,,449907,Summer Break_2
2021-07-13,07/14/2021,Wards Island,WI,2319.0,1417692.73,,1201485,Summer Break_2
2021-07-18,07/19/2021,26th Ward,26W,2351.0,2051406.22,,290608,Summer Break_2
2021-07-18,07/19/2021,Bowery Bay,BB,3540.0,1477964.55,,924695,Summer Break_2
2021-07-18,07/19/2021,Coney Island,CI,2353.0,992079.77,,682342,Summer Break_2
2021-07-18,07/19/2021,Hunts Point,HP,2108.0,1372180.15,,755948,Summer Break_2
2021-07-18,07/19/2021,Jamaica Bay,JA,2593.0,1022654.13,,748737,Summer Break_2
2021-07-18,07/19/2021,Newtown Creek,NC,3498.0,2141351.92,,1156473,Summer Break_2
2021-07-18,07/19/2021,North River,NR,2136.0,1276992.93,,658596,Summer Break_2
2021-07-18,07/19/2021,Oakwood Beach,OB,764.0,356581.16,,258731,Summer Break_2
2021-07-18,07/19/2021,Owls Head,OH,6153.0,2107146.89,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442,Summer Break_2
2021-07-18,07/19/2021,Port Richmond,PR,3501.0,2109685.8,,226167,Summer Break_2
2021-07-18,07/19/2021,Red Hook,RH,1323.0,536483.95,,224029,Summer Break_2
2021-07-18,07/19/2021,Rockaway,RK,6036.0,3980496.69,,120539,Summer Break_2
2021-07-18,07/19/2021,Tallman Island,TI,1440.0,702922.27,,449907,Summer Break_2
2021-07-18,07/19/2021,Wards Island,WI,2542.0,1786218.47,,1201485,Summer Break_2
2021-07-20,07/21/2021,26th Ward,26W,2217.0,1443998.42,,290608,Summer Break_2
2021-07-20,,Bowery Bay,BB,,,No sample delivery due to logistical issue,924695,Summer Break_2
2021-07-20,,Coney Island,CI,,,No sample delivery due to logistical issue,682342,Summer Break_2
2021-07-20,,Hunts Point,HP,,,No sample delivery due to logistical issue,755948,Summer Break_2
2021-07-20,07/21/2021,Jamaica Bay,JA,8837.0,3395568.14,,748737,Summer Break_2
2021-07-20,07/21/2021,Newtown Creek,NC,6189.0,5186455.14,,1156473,Summer Break_2
2021-07-20,,North River,NR,,,No sample delivery due to logistical issue,658596,Summer Break_2
2021-07-20,,Oakwood Beach,OB,,,No sample delivery due to logistical issue,258731,Summer Break_2
2021-07-20,,Owls Head,OH,,,No sample delivery due to logistical issue,906442,Summer Break_2
2021-07-20,,Port Richmond,PR,,,No sample delivery due to logistical issue,226167,Summer Break_2
2021-07-20,07/21/2021,Red Hook,RH,4792.0,1700439.89,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",224029,Summer Break_2
2021-07-20,,Rockaway,RK,,,No sample delivery due to logistical issue,120539,Summer Break_2
2021-07-20,,Tallman Island,TI,,,No sample delivery due to logistical issue,449907,Summer Break_2
2021-07-20,,Wards Island,WI,,,No sample delivery due to logistical issue,1201485,Summer Break_2
2021-07-25,07/26/2021,26th Ward,26W,7658.0,6284181.21,,290608,Summer Break_2
2021-07-25,07/26/2021,Bowery Bay,BB,4298.0,2709276.75,,924695,Summer Break_2
2021-07-25,07/26/2021,Coney Island,CI,3097.0,1666356.68,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,Summer Break_2
2021-07-25,07/26/2021,Hunts Point,HP,4194.0,3255593.41,,755948,Summer Break_2
2021-07-25,07/26/2021,Jamaica Bay,JA,4586.0,2133262.98,,748737,Summer Break_2
2021-07-25,07/26/2021,Newtown Creek,NC,10115.0,7018719.47,,1156473,Summer Break_2
2021-07-25,07/26/2021,North River,NR,4184.0,3174368.96,,658596,Summer Break_2
2021-07-25,07/26/2021,Oakwood Beach,OB,3356.0,1477868.37,,258731,Summer Break_2
2021-07-25,07/26/2021,Owls Head,OH,6437.0,2338675.13,,906442,Summer Break_2
2021-07-25,07/26/2021,Port Richmond,PR,2524.0,1267317.46,,226167,Summer Break_2
2021-07-25,07/26/2021,Red Hook,RH,1466.0,668680.24,,224029,Summer Break_2
2021-07-25,07/26/2021,Rockaway,RK,2006.0,1512011.61,,120539,Summer Break_2
2021-07-25,07/26/2021,Tallman Island,TI,7534.0,4817807.78,,449907,Summer Break_2
2021-07-25,07/26/2021,Wards Island,WI,2575.0,1574158.96,,1201485,Summer Break_2
2021-07-27,07/28/2021,26th Ward,26W,,,Analytical issue,290608,Summer Break_2
2021-07-27,07/28/2021,Bowery Bay,BB,,,Analytical issue,924695,Summer Break_2
2021-07-27,07/28/2021,Coney Island,CI,,,Analytical issue,682342,Summer Break_2
2021-07-27,07/28/2021,Hunts Point,HP,,,Analytical issue,755948,Summer Break_2
2021-07-27,07/28/2021,Jamaica Bay,JA,,,Analytical issue,748737,Summer Break_2
2021-07-27,08/02/2021,Newtown Creek,NC,6549.0,4287415.96,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1156473,Summer Break_2
2021-07-27,07/28/2021,North River,NR,,,Analytical issue,658596,Summer Break_2
2021-07-27,08/02/2021,Oakwood Beach,OB,4596.0,1956698.56,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",258731,Summer Break_2
2021-07-27,07/28/2021,Owls Head,OH,,,Analytical issue,906442,Summer Break_2
2021-07-27,07/28/2021,Port Richmond,PR,,,Analytical issue,226167,Summer Break_2
2021-07-27,07/28/2021,Red Hook,RH,,,Analytical issue,224029,Summer Break_2
2021-07-27,07/28/2021,Rockaway,RK,,,Analytical issue,120539,Summer Break_2
2021-07-27,07/28/2021,Tallman Island,TI,,,Analytical issue,449907,Summer Break_2
2021-07-27,08/02/2021,Wards Island,WI,2738.0,1966957.86,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1201485,Summer Break_2
2021-08-01,08/02/2021,26th Ward,26W,5241.0,3550096.03,,290608,Summer Break_2
2021-08-01,08/02/2021,Bowery Bay,BB,10955.0,4708970.26,,924695,Summer Break_2
2021-08-01,08/02/2021,Coney Island,CI,5723.0,2508113.78,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,Summer Break_2
2021-08-01,08/02/2021,Hunts Point,HP,4001.0,2484200.87,,755948,Summer Break_2
2021-08-01,08/02/2021,Jamaica Bay,JA,22612.0,8688220.17,,748737,Summer Break_2
2021-08-01,08/02/2021,Newtown Creek,NC,7232.0,4544973.22,,1156473,Summer Break_2
2021-08-01,08/02/2021,North River,NR,4329.0,2512982.81,,658596,Summer Break_2
2021-08-01,08/02/2021,Oakwood Beach,OB,9591.0,4013255.27,,258731,Summer Break_2
2021-08-01,08/02/2021,Owls Head,OH,8982.0,3563557.58,,906442,Summer Break_2
2021-08-01,08/02/2021,Port Richmond,PR,7465.0,3623264.71,,226167,Summer Break_2
2021-08-01,08/02/2021,Red Hook,RH,4905.0,2072116.49,,224029,Summer Break_2
2021-08-01,08/02/2021,Rockaway,RK,1718.0,1186742.97,,120539,Summer Break_2
2021-08-01,08/02/2021,Tallman Island,TI,4968.0,2299150.75,,449907,Summer Break_2
2021-08-01,08/02/2021,Wards Island,WI,4387.0,2515450.22,,1201485,Summer Break_2
2021-08-03,08/04/2021,26th Ward,26W,8441.0,5057837.88,,290608,Summer Break_2
2021-08-03,08/04/2021,Bowery Bay,BB,7739.0,2661355.82,,924695,Summer Break_2
2021-08-03,08/04/2021,Coney Island,CI,7278.0,3028148.19,,682342,Summer Break_2
2021-08-03,08/04/2021,Hunts Point,HP,7147.0,4187306.63,,755948,Summer Break_2
2021-08-03,08/04/2021,Jamaica Bay,JA,13353.0,4928153.05,,748737,Summer Break_2
2021-08-03,08/04/2021,Newtown Creek,NC,8656.0,4958311.07,,1156473,Summer Break_2
2021-08-03,08/04/2021,North River,NR,2687.0,1513263.15,,658596,Summer Break_2
2021-08-03,08/04/2021,Oakwood Beach,OB,6377.0,2612474.67,,258731,Summer Break_2
2021-08-03,08/04/2021,Owls Head,OH,24263.0,8308661.32,,906442,Summer Break_2
2021-08-03,08/04/2021,Port Richmond,PR,8895.0,3572997.5,,226167,Summer Break_2
2021-08-03,08/04/2021,Red Hook,RH,6306.0,2344220.53,,224029,Summer Break_2
2021-08-03,08/04/2021,Rockaway,RK,11166.0,7012896.91,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539,Summer Break_2
2021-08-03,08/04/2021,Tallman Island,TI,4676.0,2085151.79,,449907,Summer Break_2
2021-08-03,08/04/2021,Wards Island,WI,7767.0,4258016.39,,1201485,Summer Break_2
2021-08-08,08/09/2021,26th Ward,26W,10497.0,9024619.98,,290608,Summer Break_2
2021-08-08,08/09/2021,Bowery Bay,BB,12590.0,7009414.0,,924695,Summer Break_2
2021-08-08,08/09/2021,Coney Island,CI,15368.0,6991092.86,,682342,Summer Break_2
2021-08-08,08/09/2021,Hunts Point,HP,10258.0,7088452.29,,755948,Summer Break_2
2021-08-08,08/09/2021,Jamaica Bay,JA,11013.0,5122291.62,,748737,Summer Break_2
2021-08-08,08/09/2021,Newtown Creek,NC,9206.0,6900351.06,,1156473,Summer Break_2
2021-08-08,08/09/2021,North River,NR,18971.0,11339972.86,,658596,Summer Break_2
2021-08-08,08/09/2021,Oakwood Beach,OB,14367.0,5864390.2,,258731,Summer Break_2
2021-08-08,08/09/2021,Owls Head,OH,51863.0,23824662.9,,906442,Summer Break_2
2021-08-08,08/09/2021,Port Richmond,PR,10123.0,4744227.27,,226167,Summer Break_2
2021-08-08,08/09/2021,Red Hook,RH,14376.0,5829928.5,,224029,Summer Break_2
2021-08-08,08/09/2021,Rockaway,RK,3884.0,2805114.81,,120539,Summer Break_2
2021-08-08,08/09/2021,Tallman Island,TI,6545.0,4019977.74,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,Summer Break_2
2021-08-08,08/09/2021,Wards Island,WI,11793.0,7505554.71,,1201485,Summer Break_2
2021-08-10,08/11/2021,26th Ward,26W,17296.0,17798106.15,,290608,Summer Break_2
2021-08-10,08/11/2021,Bowery Bay,BB,18399.0,9942090.31,,924695,Summer Break_2
2021-08-10,08/11/2021,Coney Island,CI,20209.0,7847897.41,,682342,Summer Break_2
2021-08-10,08/11/2021,Hunts Point,HP,26519.0,19122524.68,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,Summer Break_2
2021-08-10,08/11/2021,Jamaica Bay,JA,32043.0,14418144.31,,748737,Summer Break_2
2021-08-10,08/11/2021,Newtown Creek,NC,7808.0,6465716.69,,1156473,Summer Break_2
2021-08-10,08/11/2021,North River,NR,7424.0,5845892.37,,658596,Summer Break_2
2021-08-10,08/11/2021,Oakwood Beach,OB,16392.0,7482614.44,,258731,Summer Break_2
2021-08-10,08/11/2021,Owls Head,OH,26450.0,12481704.73,,906442,Summer Break_2
2021-08-10,08/11/2021,Port Richmond,PR,21590.0,13731275.1,,226167,Summer Break_2
2021-08-10,08/11/2021,Red Hook,RH,4184.0,2757270.03,,224029,Summer Break_2
2021-08-10,08/11/2021,Rockaway,RK,9473.0,6247583.56,,120539,Summer Break_2
2021-08-10,08/11/2021,Tallman Island,TI,11213.0,6415312.69,,449907,Summer Break_2
2021-08-10,08/11/2021,Wards Island,WI,12465.0,8914665.75,,1201485,Summer Break_2
2021-08-15,08/16/2021,26th Ward,26W,7573.0,5129610.49,,290608,Summer Break_2
2021-08-15,08/16/2021,Bowery Bay,BB,16723.0,6024370.67,,924695,Summer Break_2
2021-08-15,08/16/2021,Coney Island,CI,10774.0,4243807.94,,682342,Summer Break_2
2021-08-15,08/16/2021,Hunts Point,HP,5386.0,3506433.52,,755948,Summer Break_2
2021-08-15,08/16/2021,Jamaica Bay,JA,12665.0,4738336.7,,748737,Summer Break_2
2021-08-15,08/16/2021,Newtown Creek,NC,5463.0,3057513.83,,1156473,Summer Break_2
2021-08-15,08/16/2021,North River,NR,6531.0,3716430.56,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,Summer Break_2
2021-08-15,08/16/2021,Oakwood Beach,OB,6563.0,2544672.84,,258731,Summer Break_2
2021-08-15,08/16/2021,Owls Head,OH,9077.0,3184067.94,,906442,Summer Break_2
2021-08-15,08/16/2021,Port Richmond,PR,5365.0,2244824.26,,226167,Summer Break_2
2021-08-15,08/16/2021,Red Hook,RH,6511.0,2420398.17,,224029,Summer Break_2
2021-08-15,08/16/2021,Rockaway,RK,3472.0,2399046.49,,120539,Summer Break_2
2021-08-15,08/16/2021,Tallman Island,TI,3862.0,1657078.35,,449907,Summer Break_2
2021-08-15,08/16/2021,Wards Island,WI,4265.0,3332773.79,,1201485,Summer Break_2
2021-08-17,08/18/2021,26th Ward,26W,11447.0,7007782.6,,290608,Summer Break_2
2021-08-17,,Bowery Bay,BB,,,No sample delivery due to logistical issue,924695,Summer Break_2
2021-08-17,08/18/2021,Coney Island,CI,5362.0,2082192.74,,682342,Summer Break_2
2021-08-17,,Hunts Point,HP,,,No sample delivery due to logistical issue,755948,Summer Break_2
2021-08-17,08/18/2021,Jamaica Bay,JA,13556.0,4866051.63,,748737,Summer Break_2
2021-08-17,08/18/2021,Newtown Creek,NC,7752.0,4567138.45,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,Summer Break_2
2021-08-17,,North River,NR,,,No sample delivery due to logistical issue,658596,Summer Break_2
2021-08-17,08/18/2021,Oakwood Beach,OB,3140.0,1212774.97,,258731,Summer Break_2
2021-08-17,08/18/2021,Owls Head,OH,8878.0,3225568.65,,906442,Summer Break_2
2021-08-17,08/18/2021,Port Richmond,PR,7515.0,3018588.63,,226167,Summer Break_2
2021-08-17,08/18/2021,Red Hook,RH,3137.0,1219020.59,,224029,Summer Break_2
2021-08-17,08/18/2021,Rockaway,RK,5058.0,3177035.41,,120539,Summer Break_2
2021-08-17,,Tallman Island,TI,,,No sample delivery due to logistical issue,449907,Summer Break_2
2021-08-17,,Wards Island,WI,,,No sample delivery due to logistical issue,1201485,Summer Break_2
2021-08-22,08/23/2021,26th Ward,26W,7229.0,11769797.14,,290608,Summer Break_2
2021-08-22,08/23/2021,Bowery Bay,BB,1212.0,1225667.18,,924695,Summer Break_2
2021-08-22,08/23/2021,Coney Island,CI,494.0,537308.4,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,682342,Summer Break_2
2021-08-22,08/23/2021,Hunts Point,HP,1400.0,2319722.16,,755948,Summer Break_2
2021-08-22,08/23/2021,Jamaica Bay,JA,8003.0,5785664.46,,748737,Summer Break_2
2021-08-22,08/23/2021,Newtown Creek,NC,1087.0,1821060.92,,1156473,Summer Break_2
2021-08-22,08/23/2021,North River,NR,1520.0,2298301.31,,658596,Summer Break_2
2021-08-22,08/23/2021,Oakwood Beach,OB,2082.0,1773211.42,,258731,Summer Break_2
2021-08-22,08/23/2021,Owls Head,OH,2296.0,1802763.34,,906442,Summer Break_2
2021-08-22,08/23/2021,Port Richmond,PR,893.0,1419495.39,,226167,Summer Break_2
2021-08-22,08/23/2021,Red Hook,RH,683.0,1014864.66,,224029,Summer Break_2
2021-08-22,08/23/2021,Rockaway,RK,412.0,452972.4,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-08-22,08/23/2021,Tallman Island,TI,1506.0,1431995.98,,449907,Summer Break_2
2021-08-22,08/23/2021,Wards Island,WI,1905.0,2562845.88,,1201485,Summer Break_2
2021-08-24,08/25/2021,26th Ward,26W,7656.0,5783886.28,,290608,Summer Break_2
2021-08-24,08/25/2021,Bowery Bay,BB,5450.0,2409645.21,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695,Summer Break_2
2021-08-24,08/25/2021,Coney Island,CI,10019.0,5780544.57,,682342,Summer Break_2
2021-08-24,08/25/2021,Hunts Point,HP,7976.0,5711623.74,,755948,Summer Break_2
2021-08-24,08/25/2021,Jamaica Bay,JA,11814.0,5017359.76,,748737,Summer Break_2
2021-08-24,08/25/2021,Newtown Creek,NC,6328.0,4204736.14,,1156473,Summer Break_2
2021-08-24,08/25/2021,North River,NR,3006.0,2004452.95,,658596,Summer Break_2
2021-08-24,08/25/2021,Oakwood Beach,OB,1636.0,945296.36,,258731,Summer Break_2
2021-08-24,08/25/2021,Owls Head,OH,8708.0,3382015.1,,906442,Summer Break_2
2021-08-24,08/25/2021,Port Richmond,PR,7672.0,5264680.77,,226167,Summer Break_2
2021-08-24,08/25/2021,Red Hook,RH,3883.0,2033785.27,,224029,Summer Break_2
2021-08-24,08/25/2021,Rockaway,RK,14610.0,12847141.12,,120539,Summer Break_2
2021-08-24,08/25/2021,Tallman Island,TI,2542.0,1625695.47,,449907,Summer Break_2
2021-08-24,08/25/2021,Wards Island,WI,7781.0,5491483.19,,1201485,Summer Break_2
2021-08-29,08/30/2021,26th Ward,26W,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",290608,Summer Break_2
2021-08-29,08/30/2021,Bowery Bay,BB,,,Concentration below Method Limit of Detection,924695,Summer Break_2
2021-08-29,08/30/2021,Coney Island,CI,2222.0,1059914.29,,682342,Summer Break_2
2021-08-29,08/30/2021,Hunts Point,HP,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",755948,Summer Break_2
2021-08-29,08/30/2021,Jamaica Bay,JA,7640.0,3128579.04,,748737,Summer Break_2
2021-08-29,08/30/2021,Newtown Creek,NC,2489.0,1474362.32,,1156473,Summer Break_2
2021-08-29,08/30/2021,North River,NR,2852.0,1901282.26,,658596,Summer Break_2
2021-08-29,08/30/2021,Oakwood Beach,OB,3726.0,1924155.85,,258731,Summer Break_2
2021-08-29,08/30/2021,Owls Head,OH,496.0,198788.66,Concentration below Method Limit of Quantification (above Method Limit of Detection),906442,Summer Break_2
2021-08-29,08/30/2021,Port Richmond,PR,1922.0,997465.87,,226167,Summer Break_2
2021-08-29,08/30/2021,Red Hook,RH,1184.0,539949.66,,224029,Summer Break_2
2021-08-29,08/30/2021,Rockaway,RK,412.0,323652.19,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Summer Break_2
2021-08-29,08/30/2021,Tallman Island,TI,4044.0,1667065.98,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,Summer Break_2
2021-08-29,08/30/2021,Wards Island,WI,5798.0,3525848.1,,1201485,Summer Break_2
2021-08-31,09/01/2021,26th Ward,26W,3456.0,2385985.12,,290608,Summer Break_2
2021-08-31,09/01/2021,Bowery Bay,BB,4842.0,1823600.69,,924695,Summer Break_2
2021-08-31,09/01/2021,Coney Island,CI,4425.0,2037377.21,,682342,Summer Break_2
2021-08-31,09/01/2021,Hunts Point,HP,2810.0,1604126.38,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,Summer Break_2
2021-08-31,09/01/2021,Jamaica Bay,JA,8022.0,3163600.66,,748737,Summer Break_2
2021-08-31,09/01/2021,Newtown Creek,NC,2314.0,1423955.49,,1156473,Summer Break_2
2021-08-31,09/01/2021,North River,NR,1793.0,1247271.47,,658596,Summer Break_2
2021-08-31,09/01/2021,Oakwood Beach,OB,7090.0,3153618.49,,258731,Summer Break_2
2021-08-31,09/01/2021,Owls Head,OH,7670.0,2850683.22,,906442,Summer Break_2
2021-08-31,09/01/2021,Port Richmond,PR,1828.0,887196.34,,226167,Summer Break_2
2021-08-31,09/01/2021,Red Hook,RH,2434.0,1151744.97,,224029,Summer Break_2
2021-08-31,09/01/2021,Rockaway,RK,771.0,581435.25,,120539,Summer Break_2
2021-08-31,09/01/2021,Tallman Island,TI,2384.0,1103141.81,,449907,Summer Break_2
2021-08-31,09/01/2021,Wards Island,WI,2017.0,1270822.6,,1201485,Summer Break_2
2021-09-07,09/08/2021,26th Ward,26W,4916.0,3521598.89,,290608,Summer Break_2
2021-09-07,09/08/2021,Bowery Bay,BB,3775.0,1560659.1,,924695,Summer Break_2
2021-09-07,09/08/2021,Coney Island,CI,9243.0,4614921.57,,682342,Summer Break_2
2021-09-07,09/08/2021,Hunts Point,HP,4443.0,3871317.53,,755948,Summer Break_2
2021-09-07,09/08/2021,Jamaica Bay,JA,5254.0,2311162.17,,748737,Summer Break_2
2021-09-07,09/08/2021,Newtown Creek,NC,2478.0,1565677.78,,1156473,Summer Break_2
2021-09-07,09/08/2021,North River,NR,3579.0,2283497.99,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,Summer Break_2
2021-09-07,09/08/2021,Oakwood Beach,OB,4495.0,2492687.69,,258731,Summer Break_2
2021-09-07,09/08/2021,Owls Head,OH,4371.0,1551707.25,,906442,Summer Break_2
2021-09-07,09/08/2021,Port Richmond,PR,4578.0,2605379.3,,226167,Summer Break_2
2021-09-07,09/08/2021,Red Hook,RH,5279.0,2230143.21,,224029,Summer Break_2
2021-09-07,09/08/2021,Rockaway,RK,3371.0,2540454.07,,120539,Summer Break_2
2021-09-07,09/08/2021,Tallman Island,TI,1458.0,748219.65,,449907,Summer Break_2
2021-09-07,09/08/2021,Wards Island,WI,5657.0,3618115.22,,1201485,Summer Break_2
2021-09-12,09/13/2021,26th Ward,26W,1550.0,1090403.53,,290608,Summer Break_2
