5-9,10-14, 15-19,WRRF Name,Total Population,Total WRRF Population,Individual Zip Code
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10029
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10030
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10032
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10033
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10035
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10037
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10039
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10040
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10065
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10075
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10128
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10451
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10452
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10453
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10454
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10455
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10456
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10457
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10458
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10463
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10468
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10471
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,11370
1517.0,2024.0,1928.0,Wards Island,5469.0,240219.0,10461
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10002
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10003
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10004
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10005
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10006
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10007
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10009
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10010
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10012
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10013
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10016
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10017
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10022
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10038
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10280
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,10282
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11205
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11206
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11211
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11213
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11216
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11221
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11222
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11225
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11233
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11237
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11238
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11379
746.0,1028.0,686.0,Newtown Creek,2460.0,188137.0,11385
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10001
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10011
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10014
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10018
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10019
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10023
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10024
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10025
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10026
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10027
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10031
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10034
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10036
3036.0,1908.0,2715.0,North River,7659.0,72242.0,10069
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10001
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10011
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10014
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10018
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10019
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10023
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10024
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10025
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10026
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10027
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10031
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10034
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10036
3096.0,3367.0,1674.0,North River,8137.0,72242.0,10069
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10001
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10011
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10014
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10018
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10019
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10023
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10024
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10025
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10026
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10027
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10031
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10034
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10036
3991.0,3633.0,4692.0,North River,12316.0,72242.0,10069
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10001
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10011
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10014
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10018
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10019
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10023
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10024
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10025
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10026
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10027
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10031
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10034
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10036
2079.0,2115.0,1699.0,North River,5893.0,72242.0,10069
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10001
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10011
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10014
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10018
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10019
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10023
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10024
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10025
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10026
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10027
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10031
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10034
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10036
3182.0,3125.0,3125.0,North River,9432.0,72242.0,10069
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10021
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10028
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10029
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10030
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10032
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10033
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10035
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10037
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10039
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10040
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10065
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10075
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10128
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10451
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10452
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10453
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10454
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10455
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10456
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10457
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10458
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10463
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10468
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10471
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,11370
2327.0,1747.0,1083.0,Wards Island,5157.0,240219.0,10461
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10021
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10028
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10029
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10030
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10032
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10033
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10035
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10037
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10039
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10040
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10065
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10075
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10128
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10451
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10452
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10453
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10454
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10455
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10456
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10457
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10458
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10463
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10468
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10471
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,11370
3922.0,3588.0,4762.0,Wards Island,12272.0,240219.0,10461
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10021
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10028
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10029
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10030
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10032
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10033
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10035
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10037
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10039
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10040
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10065
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10075
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10128
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10451
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10452
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10453
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10454
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10455
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10456
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10457
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10458
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10463
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10468
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10471
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,11370
1593.0,1768.0,1006.0,Wards Island,4367.0,240219.0,10461
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10001
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10011
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10014
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10018
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10019
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10023
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10024
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10025
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10026
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10027
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10031
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10034
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10036
2910.0,2767.0,2626.0,North River,8303.0,72242.0,10069
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10021
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10028
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10029
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10030
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10032
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10033
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10035
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10037
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10039
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10040
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10065
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10075
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10128
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10451
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10452
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10453
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10454
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10455
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10456
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10457
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10458
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10463
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10468
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10471
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,11370
2103.0,1938.0,2679.0,Wards Island,6720.0,240219.0,10461
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10021
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10028
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10029
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10030
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10032
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10033
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10035
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10037
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10039
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10040
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10065
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10075
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10128
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10451
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10452
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10453
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10454
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10455
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10456
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10457
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10458
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10463
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10468
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10471
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,11370
2604.0,2913.0,2415.0,Wards Island,7932.0,240219.0,10461
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10001
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10011
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10014
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10018
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10019
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10023
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10024
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10025
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10026
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10027
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10031
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10034
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10036
1841.0,2409.0,1802.0,North River,6052.0,72242.0,10069
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10021
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10028
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10029
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10030
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10032
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10033
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10035
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10037
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10039
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10040
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10065
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10075
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10128
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10451
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10452
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10453
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10454
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10455
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10456
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10457
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10458
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10463
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10468
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10471
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,11370
2132.0,1929.0,1890.0,Wards Island,5951.0,240219.0,10461
498.0,658.0,549.0,North River,1705.0,72242.0,10001
498.0,658.0,549.0,North River,1705.0,72242.0,10011
498.0,658.0,549.0,North River,1705.0,72242.0,10014
498.0,658.0,549.0,North River,1705.0,72242.0,10018
498.0,658.0,549.0,North River,1705.0,72242.0,10019
498.0,658.0,549.0,North River,1705.0,72242.0,10023
498.0,658.0,549.0,North River,1705.0,72242.0,10024
498.0,658.0,549.0,North River,1705.0,72242.0,10025
498.0,658.0,549.0,North River,1705.0,72242.0,10026
498.0,658.0,549.0,North River,1705.0,72242.0,10027
498.0,658.0,549.0,North River,1705.0,72242.0,10031
498.0,658.0,549.0,North River,1705.0,72242.0,10034
498.0,658.0,549.0,North River,1705.0,72242.0,10036
498.0,658.0,549.0,North River,1705.0,72242.0,10069
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10021
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10028
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10029
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10030
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10032
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10033
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10035
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10037
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10039
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10040
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10065
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10075
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10128
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10451
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10452
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10453
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10454
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10455
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10456
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10457
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10458
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10463
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10468
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10471
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,11370
994.0,1065.0,473.0,Wards Island,2532.0,240219.0,10461
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10002
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10003
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10004
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10005
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10006
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10007
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10009
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10010
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10012
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10013
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10016
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10017
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10022
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10038
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10280
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,10282
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11205
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11206
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11211
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11213
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11216
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11221
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11222
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11225
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11233
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11237
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11238
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11379
538.0,1356.0,1455.0,Newtown Creek,3349.0,188137.0,11385
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10021
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10028
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10029
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10030
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10032
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10033
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10035
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10037
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10039
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10040
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10065
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10075
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10128
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10451
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10452
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10453
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10454
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10455
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10456
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10457
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10458
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10463
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10468
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10471
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,11370
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10461
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10021
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10028
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10029
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10030
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10032
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10033
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10035
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10037
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10039
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10040
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10065
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10075
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10128
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10451
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10452
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10453
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10454
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10455
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10456
1667.0,1714.0,1768.0,Wards Island,5149.0,240219.0,10457
